gameweek,team,goals,yellow_cards,red_cards,second_yellow_cards,date_of_match,matches_played,points,goals_for,goals_against,goal_difference,fairplay,index,rank
5,Valladolid,1,9.0,1.0,0.0,2022-09-09,5,4,3,10,-7,12.0,50,15
5,Almeria,0,18.0,0.0,0.0,2022-09-12,5,4,4,6,-2,18.0,50,16
5,Espanyol,2,10.0,2.0,0.0,2022-09-10,5,4,6,10,-4,16.0,50,17
5,Getafe,2,19.0,2.0,1.0,2022-09-11,5,4,4,12,-8,23.0,50,18
5,Elche,1,16.0,1.0,0.0,2022-09-11,5,1,2,13,-11,19.0,50,19
5,Cadiz,0,14.0,1.0,1.0,2022-09-10,5,0,0,14,-14,15.0,50,20
6,Real_Madrid,2,8.0,0.0,0.0,2022-09-18,6,18,17,6,11,8.0,60,1
6,Barcelona,3,12.0,1.0,1.0,2022-09-17,6,16,18,1,17,13.0,60,2
6,Real_Betis,2,13.0,1.0,0.0,2022-09-18,6,15,10,4,6,16.0,60,3
6,Athletic_Club,3,10.0,0.0,0.0,2022-09-17,6,13,12,4,8,10.0,60,4
6,Osasuna,0,21.0,1.0,0.0,2022-09-18,6,12,7,5,2,24.0,60,5
6,Villarreal,1,11.0,0.0,0.0,2022-09-18,6,11,10,2,8,11.0,60,6
6,Atletico_Madrid,1,16.0,2.0,1.0,2022-09-18,6,10,10,6,4,20.0,60,7
6,Real_Sociedad,2,16.0,0.0,0.0,2022-09-18,6,10,7,8,-1,16.0,60,8
6,Valencia,3,16.0,2.0,1.0,2022-09-17,6,9,10,5,5,20.0,60,9
6,Mallorca,1,28.0,0.0,0.0,2022-09-17,6,8,6,7,-1,28.0,60,10
6,Celta_Vigo,0,14.0,1.0,0.0,2022-09-17,6,7,8,13,-5,17.0,60,11
6,Girona,1,12.0,0.0,0.0,2022-09-18,6,7,7,7,0,12.0,60,12
6,Rayo_Vallecano,2,21.0,1.0,1.0,2022-09-17,6,7,7,8,-1,22.0,60,13
6,Getafe,2,22.0,3.0,2.0,2022-09-18,6,7,6,12,-6,27.0,60,14
6,Sevilla,1,26.0,2.0,1.0,2022-09-18,6,5,7,11,-4,30.0,60,15
6,Valladolid,0,10.0,1.0,0.0,2022-09-16,6,4,3,11,-8,13.0,60,16
6,Almeria,0,24.0,0.0,0.0,2022-09-17,6,4,4,7,-3,24.0,60,17
6,Espanyol,1,10.0,2.0,0.0,2022-09-18,6,4,7,12,-5,16.0,60,18
6,Cadiz,1,18.0,1.0,1.0,2022-09-16,6,3,1,14,-13,19.0,60,19
6,Elche,0,18.0,2.0,0.0,2022-09-17,6,1,2,16,-14,24.0,60,20
7,Barcelona,1,16.0,1.0,1.0,2022-10-01,7,19,19,1,18,17.0,70,1
7,Real_Madrid,1,9.0,0.0,0.0,2022-10-02,7,19,18,7,11,9.0,70,2
7,Athletic_Club,4,11.0,0.0,0.0,2022-09-30,7,16,16,4,12,11.0,70,3
7,Real_Betis,0,16.0,2.0,0.0,2022-10-02,7,15,10,5,5,22.0,70,4
7,Atletico_Madrid,2,18.0,2.0,1.0,2022-10-01,7,13,12,6,6,22.0,70,5
7,Real_Sociedad,5,17.0,0.0,0.0,2022-10-02,7,13,12,11,1,17.0,70,6
7,Osasuna,1,23.0,2.0,0.0,2022-10-02,7,13,8,6,2,29.0,70,7
7,Villarreal,0,14.0,0.0,0.0,2022-10-01,7,12,10,2,8,14.0,70,8
7,Rayo_Vallecano,2,22.0,1.0,1.0,2022-10-03,7,10,9,9,0,23.0,70,9
7,Valencia,2,17.0,3.0,1.0,2022-10-02,7,10,12,7,5,24.0,70,10
7,Celta_Vigo,1,18.0,1.0,0.0,2022-10-02,7,10,9,13,-4,21.0,70,11
7,Mallorca,0,30.0,0.0,0.0,2022-10-01,7,8,6,8,-2,30.0,70,12
7,Girona,3,15.0,0.0,0.0,2022-10-02,7,7,10,12,-2,15.0,70,13
7,Valladolid,3,15.0,1.0,0.0,2022-10-01,7,7,6,13,-7,18.0,70,14
7,Getafe,2,24.0,3.0,2.0,2022-10-01,7,7,8,15,-7,29.0,70,15
7,Sevilla,0,29.0,2.0,1.0,2022-10-01,7,5,7,13,-6,33.0,70,16
7,Espanyol,2,12.0,3.0,0.0,2022-10-02,7,5,9,14,-5,21.0,70,17
7,Almeria,0,27.0,0.0,0.0,2022-09-30,7,4,4,11,-7,27.0,70,18
7,Cadiz,0,20.0,2.0,1.0,2022-10-01,7,4,1,14,-13,24.0,70,19
7,Elche,1,26.0,2.0,0.0,2022-10-03,7,1,3,18,-15,32.0,70,20
8,Barcelona,1,18.0,1.0,1.0,2022-10-09,8,22,20,1,19,19.0,80,1
8,Real_Madrid,1,9.0,0.0,0.0,2022-10-08,8,22,19,7,12,9.0,80,2
8,Athletic_Club,1,11.0,1.0,0.0,2022-10-08,8,17,17,5,12,14.0,80,3
8,Atletico_Madrid,2,21.0,2.0,1.0,2022-10-08,8,16,14,7,7,25.0,80,4
8,Real_Sociedad,1,22.0,0.0,0.0,2022-10-09,8,16,13,11,2,22.0,80,5
8,Real_Betis,0,17.0,3.0,0.0,2022-10-09,8,16,10,5,5,26.0,80,6
8,Valencia,2,23.0,4.0,2.0,2022-10-07,8,13,14,8,6,31.0,80,7
8,Osasuna,1,26.0,4.0,0.0,2022-10-07,8,13,9,8,1,38.0,80,8
8,Villarreal,0,17.0,0.0,0.0,2022-10-09,8,12,10,3,7,17.0,80,9
8,Rayo_Vallecano,1,24.0,1.0,1.0,2022-10-08,8,10,10,12,-2,25.0,80,10
8,Celta_Vigo,0,22.0,1.0,0.0,2022-10-09,8,10,9,14,-5,25.0,80,11
8,Mallorca,1,34.0,1.0,0.0,2022-10-10,8,9,7,9,-2,37.0,80,12
8,Valladolid,0,16.0,1.0,0.0,2022-10-09,8,8,6,13,-7,19.0,80,13
8,Girona,1,16.0,0.0,0.0,2022-10-08,8,7,11,14,-3,16.0,80,14
8,Almeria,3,31.0,1.0,1.0,2022-10-08,8,7,7,12,-5,32.0,80,15
8,Getafe,0,24.0,3.0,2.0,2022-10-08,8,7,8,16,-8,29.0,80,16
8,Sevilla,1,33.0,2.0,1.0,2022-10-08,8,6,8,14,-6,37.0,80,17
8,Espanyol,2,16.0,3.0,0.0,2022-10-09,8,6,11,16,-5,25.0,80,18
8,Cadiz,2,24.0,2.0,1.0,2022-10-09,8,5,3,16,-13,28.0,80,19
8,Elche,1,30.0,3.0,0.0,2022-10-10,8,2,4,19,-15,39.0,80,20
9,Real_Madrid,3,11.0,0.0,0.0,2022-10-16,9,25,22,8,14,11.0,90,1
9,Barcelona,1,20.0,1.0,1.0,2022-10-16,9,22,21,4,17,21.0,90,2
9,Atletico_Madrid,1,27.0,2.0,1.0,2022-10-15,9,19,15,7,8,31.0,90,3
9,Real_Sociedad,2,29.0,0.0,0.0,2022-10-16,9,19,15,12,3,29.0,90,4
9,Real_Betis,3,18.0,3.0,0.0,2022-10-16,9,19,13,6,7,27.0,90,5
9,Athletic_Club,0,11.0,1.0,0.0,2022-10-15,9,17,17,6,11,14.0,90,6
9,Villarreal,2,19.0,0.0,0.0,2022-10-17,9,15,12,3,9,19.0,90,7
9,Valencia,2,26.0,4.0,2.0,2022-10-15,9,14,16,10,6,34.0,90,8
9,Osasuna,0,32.0,4.0,0.0,2022-10-17,9,13,9,10,-1,44.0,90,9
9,Rayo_Vallecano,0,26.0,1.0,1.0,2022-10-14,9,11,10,12,-2,27.0,90,10
9,Celta_Vigo,1,27.0,2.0,0.0,2022-10-16,9,10,10,16,-6,33.0,90,11
9,Sevilla,1,36.0,2.0,1.0,2022-10-15,9,9,9,14,-5,40.0,90,12
9,Mallorca,0,36.0,1.0,0.0,2022-10-15,9,9,7,10,-3,39.0,90,13
9,Espanyol,1,17.0,3.0,0.0,2022-10-16,9,9,12,16,-4,26.0,90,14
9,Girona,1,21.0,0.0,0.0,2022-10-15,9,8,12,15,-3,21.0,90,15
9,Valladolid,0,20.0,1.0,0.0,2022-10-16,9,8,6,14,-8,23.0,90,16
9,Getafe,0,27.0,3.0,2.0,2022-10-14,9,8,8,16,-8,32.0,90,17
9,Almeria,1,32.0,1.0,1.0,2022-10-16,9,7,8,15,-7,33.0,90,18
9,Cadiz,1,28.0,2.0,1.0,2022-10-15,9,6,4,17,-13,32.0,90,19
9,Elche,2,36.0,3.0,0.0,2022-10-15,9,3,6,21,-15,45.0,90,20
10,Real_Madrid,3,12.0,0.0,0.0,2022-10-19,10,28,25,8,17,12.0,100,1
10,Barcelona,3,20.0,1.0,1.0,2022-10-20,10,25,24,4,20,21.0,100,2
10,Real_Sociedad,1,30.0,0.0,0.0,2022-10-19,10,22,16,12,4,30.0,100,3
10,Atletico_Madrid,1,30.0,2.0,1.0,2022-10-18,10,20,16,8,8,34.0,100,4
10,Real_Betis,0,20.0,4.0,1.0,2022-10-19,10,20,13,6,7,30.0,100,5
10,Athletic_Club,2,15.0,1.0,0.0,2022-10-18,10,18,19,8,11,18.0,100,6
10,Osasuna,1,33.0,4.0,0.0,2022-10-20,10,16,10,10,0,45.0,100,7
10,Valencia,1,33.0,4.0,2.0,2022-10-18,10,15,17,11,6,41.0,100,8
10,Villarreal,0,20.0,0.0,0.0,2022-10-20,10,15,12,6,6,20.0,100,9
10,Rayo_Vallecano,1,26.0,1.0,1.0,2022-10-18,10,12,11,13,-2,27.0,100,10
10,Valladolid,4,21.0,1.0,0.0,2022-10-19,10,11,10,15,-5,24.0,100,11
10,Almeria,3,33.0,1.0,1.0,2022-10-20,10,10,11,17,-6,34.0,100,12
10,Sevilla,1,40.0,3.0,1.0,2022-10-18,10,10,10,15,-5,47.0,100,13
10,Celta_Vigo,1,28.0,2.0,0.0,2022-10-19,10,10,11,20,-9,34.0,100,14
10,Mallorca,0,38.0,1.0,0.0,2022-10-19,10,9,7,11,-4,41.0,100,15
10,Espanyol,0,19.0,3.0,0.0,2022-10-20,10,9,12,17,-5,28.0,100,16
10,Getafe,2,32.0,3.0,2.0,2022-10-18,10,9,10,18,-8,37.0,100,17
10,Girona,2,24.0,0.0,0.0,2022-10-20,10,8,14,18,-4,24.0,100,18
10,Cadiz,0,29.0,2.0,1.0,2022-10-19,10,7,4,17,-13,33.0,100,19
10,Elche,0,37.0,3.0,0.0,2022-10-19,10,3,6,24,-18,46.0,100,20
11,Real_Madrid,3,13.0,0.0,0.0,2022-10-22,11,31,28,9,19,13.0,110,1
11,Barcelona,4,22.0,1.0,1.0,2022-10-23,11,28,28,4,24,23.0,110,2
11,Atletico_Madrid,2,33.0,2.0,1.0,2022-10-23,11,23,18,9,9,37.0,110,3
11,Real_Sociedad,0,33.0,0.0,0.0,2022-10-22,11,22,16,13,3,33.0,110,4
11,Real_Betis,1,22.0,4.0,1.0,2022-10-23,11,20,14,8,6,32.0,110,5
11,Athletic_Club,0,17.0,1.0,0.0,2022-10-23,11,18,19,12,7,20.0,110,6
11,Villarreal,2,24.0,1.0,1.0,2022-10-23,11,18,14,7,7,25.0,110,7
11,Osasuna,1,36.0,4.0,0.0,2022-10-23,11,17,11,11,0,48.0,110,8
11,Rayo_Vallecano,5,27.0,2.0,1.0,2022-10-22,11,15,16,14,2,31.0,110,9
11,Valencia,1,36.0,4.0,2.0,2022-10-22,11,15,18,13,5,44.0,110,10
11,Valladolid,1,23.0,1.0,0.0,2022-10-22,11,14,11,15,-4,26.0,110,11
11,Mallorca,2,43.0,1.0,0.0,2022-10-22,11,12,9,12,-3,46.0,110,12
11,Celta_Vigo,1,29.0,2.0,0.0,2022-10-24,11,11,12,21,-9,35.0,110,13
11,Almeria,1,34.0,1.0,1.0,2022-10-23,11,10,12,19,-7,35.0,110,14
11,Sevilla,1,44.0,3.0,1.0,2022-10-22,11,10,11,18,-7,51.0,110,15
11,Espanyol,2,21.0,3.0,0.0,2022-10-23,11,10,14,19,-5,30.0,110,16
11,Getafe,1,33.0,3.0,2.0,2022-10-24,11,10,11,19,-8,38.0,110,17
11,Girona,1,26.0,0.0,0.0,2022-10-23,11,9,15,19,-4,26.0,110,18
11,Cadiz,1,33.0,4.0,2.0,2022-10-22,11,7,5,22,-17,41.0,110,19
11,Elche,2,40.0,3.0,0.0,2022-10-23,11,4,8,26,-18,49.0,110,20
12,Real_Madrid,1,16.0,1.0,1.0,2022-10-30,12,32,29,10,19,17.0,120,1
12,Barcelona,1,27.0,1.0,1.0,2022-10-29,12,31,29,4,25,28.0,120,2
12,Atletico_Madrid,2,37.0,2.0,1.0,2022-10-29,12,23,20,12,8,41.0,120,3
12,Real_Betis,2,26.0,4.0,1.0,2022-10-30,12,23,16,8,8,36.0,120,4
12,Real_Sociedad,0,37.0,0.0,0.0,2022-10-30,12,22,16,15,1,37.0,120,5
12,Athletic_Club,1,19.0,1.0,0.0,2022-10-30,12,21,20,12,8,22.0,120,6
12,Osasuna,2,37.0,4.0,0.0,2022-10-30,12,20,13,11,2,49.0,120,7
12,Villarreal,0,25.0,1.0,1.0,2022-10-30,12,18,14,8,6,26.0,120,8
12,Rayo_Vallecano,1,28.0,2.0,1.0,2022-10-29,12,18,17,14,3,32.0,120,9
12,Valencia,0,40.0,4.0,2.0,2022-10-29,12,15,18,14,4,48.0,120,10
12,Valladolid,0,26.0,1.0,0.0,2022-10-30,12,14,11,17,-6,29.0,120,11
12,Mallorca,1,47.0,2.0,0.0,2022-10-28,12,13,10,13,-3,53.0,120,12
12,Almeria,3,38.0,1.0,1.0,2022-10-29,12,13,15,20,-5,39.0,120,13
12,Getafe,1,36.0,4.0,3.0,2022-10-31,12,13,12,19,-7,42.0,120,14
12,Espanyol,1,22.0,3.0,0.0,2022-10-28,12,11,15,20,-5,31.0,120,15
12,Celta_Vigo,1,29.0,3.0,0.0,2022-10-29,12,11,13,24,-11,38.0,120,16
12,Girona,1,29.0,0.0,0.0,2022-10-30,12,10,16,20,-4,29.0,120,17
12,Cadiz,3,35.0,4.0,2.0,2022-10-29,12,10,8,24,-16,43.0,120,18
12,Sevilla,0,49.0,3.0,1.0,2022-10-29,12,10,11,19,-8,56.0,120,19
12,Elche,0,40.0,3.0,0.0,2022-10-31,12,4,8,27,-19,49.0,120,20
13,Barcelona,2,29.0,1.0,1.0,2022-11-05,13,34,31,4,27,30.0,130,1
13,Real_Madrid,2,21.0,1.0,1.0,2022-11-07,13,32,31,13,18,22.0,130,2
13,Atletico_Madrid,1,40.0,2.0,1.0,2022-11-06,13,24,21,13,8,44.0,130,3
13,Real_Betis,1,30.0,6.0,1.0,2022-11-06,13,24,17,9,8,46.0,130,4
13,Osasuna,2,42.0,4.0,0.0,2022-11-05,13,23,15,12,3,54.0,130,5
13,Real_Sociedad,1,39.0,1.0,0.0,2022-11-06,13,23,17,16,1,42.0,130,6
13,Athletic_Club,1,20.0,1.0,0.0,2022-11-04,13,21,21,14,7,23.0,130,7
13,Rayo_Vallecano,3,32.0,2.0,1.0,2022-11-07,13,21,20,16,4,36.0,130,8
13,Villarreal,0,29.0,1.0,1.0,2022-11-06,13,18,14,10,4,30.0,130,9
13,Valladolid,2,28.0,1.0,0.0,2022-11-05,13,17,13,18,-5,31.0,130,10
13,Mallorca,2,53.0,2.0,0.0,2022-11-06,13,16,12,13,-1,59.0,130,11
13,Valencia,1,40.0,4.0,2.0,2022-11-06,13,16,19,15,4,48.0,130,12
13,Getafe,0,41.0,6.0,4.0,2022-11-05,13,14,12,19,-7,51.0,130,13
13,Almeria,0,39.0,1.0,1.0,2022-11-05,13,13,15,22,-7,40.0,130,14
13,Girona,2,30.0,0.0,0.0,2022-11-04,13,13,18,21,-3,30.0,130,15
13,Espanyol,1,27.0,4.0,0.0,2022-11-06,13,12,16,21,-5,39.0,130,16
13,Celta_Vigo,1,30.0,3.0,0.0,2022-11-05,13,11,14,26,-12,39.0,130,17
13,Sevilla,1,54.0,4.0,1.0,2022-11-06,13,11,12,20,-8,64.0,130,18
13,Cadiz,0,37.0,5.0,3.0,2022-11-05,13,11,8,24,-16,46.0,130,19
13,Elche,1,40.0,3.0,0.0,2022-11-05,13,4,9,29,-20,49.0,130,20
14,Barcelona,2,33.0,2.0,2.0,2022-11-08,14,37,33,5,28,35.0,140,1
14,Real_Madrid,2,24.0,1.0,1.0,2022-11-10,14,35,33,14,19,25.0,140,2
14,Real_Sociedad,2,41.0,1.0,0.0,2022-11-09,14,26,19,17,2,44.0,140,3
14,Atletico_Madrid,0,43.0,2.0,1.0,2022-11-09,14,24,21,14,7,47.0,140,4
14,Athletic_Club,3,23.0,1.0,0.0,2022-11-08,14,24,24,14,10,26.0,140,5
14,Real_Betis,0,33.0,7.0,2.0,2022-11-10,14,24,17,12,5,50.0,140,6
14,Osasuna,1,46.0,4.0,0.0,2022-11-08,14,23,16,14,2,58.0,140,7
14,Rayo_Vallecano,0,39.0,2.0,1.0,2022-11-10,14,22,20,16,4,43.0,140,8
14,Villarreal,1,32.0,1.0,1.0,2022-11-09,14,21,15,10,5,33.0,140,9
14,Mallorca,1,58.0,2.0,0.0,2022-11-09,14,19,13,13,0,64.0,140,10
14,Valencia,3,41.0,4.0,2.0,2022-11-10,14,19,22,15,7,49.0,140,11
14,Valladolid,0,29.0,1.0,0.0,2022-11-08,14,17,13,21,-8,32.0,140,12
14,Almeria,1,47.0,2.0,2.0,2022-11-09,14,16,16,22,-6,49.0,140,13
14,Girona,2,32.0,0.0,0.0,2022-11-08,14,16,20,22,-2,32.0,140,14
14,Getafe,0,45.0,6.0,4.0,2022-11-09,14,14,12,20,-8,55.0,140,15
14,Espanyol,0,28.0,4.0,0.0,2022-11-09,14,12,16,22,-6,40.0,140,16
14,Celta_Vigo,0,31.0,3.0,0.0,2022-11-10,14,12,14,26,-12,40.0,140,17
14,Sevilla,1,56.0,6.0,1.0,2022-11-09,14,11,13,22,-9,72.0,140,18
14,Cadiz,1,40.0,5.0,3.0,2022-11-10,14,11,9,26,-17,49.0,140,19
14,Elche,1,43.0,3.0,0.0,2022-11-08,14,4,10,31,-21,52.0,140,20
15,Real_Madrid,2,24.0,1.0,1.0,2022-12-30,15,38,35,14,21,25.0,150,1
15,Barcelona,1,40.0,3.0,3.0,2022-12-31,15,38,34,6,28,43.0,150,2
15,Real_Sociedad,2,42.0,1.0,0.0,2022-12-31,15,29,21,17,4,45.0,150,3
15,Atletico_Madrid,2,46.0,3.0,2.0,2022-12-29,15,27,23,14,9,51.0,150,4
15,Athletic_Club,0,27.0,1.0,0.0,2022-12-29,15,25,24,14,10,30.0,150,5
15,Real_Betis,0,34.0,8.0,2.0,2022-12-29,15,25,17,12,5,54.0,150,6
15,Villarreal,2,33.0,1.0,1.0,2022-12-31,15,24,17,11,6,34.0,150,7
