gameweek,team,goals,yellow_cards,red_cards,second_yellow_cards,date_of_match,matches_played,points,goals_for,goals_against,goal_difference,fairplay,index,rank
6,Atletico_Madrid,3,13.0,0.0,0.0,2023-09-24,5,10,13,5,8,13.0,59,5
6,Valencia,2,10.0,0.0,0.0,2023-09-23,6,10,9,6,3,10.0,59,6
6,Rayo_Vallecano,1,17.0,0.0,0.0,2023-09-24,6,10,7,9,-2,17.0,59,7
6,Real_Sociedad,4,14.0,0.0,0.0,2023-09-24,6,9,12,10,2,14.0,59,8
6,Cadiz,1,18.0,2.0,0.0,2023-09-24,6,8,6,8,-2,24.0,59,9
6,Real_Betis,1,14.0,0.0,0.0,2023-09-24,6,8,6,11,-5,14.0,59,10
6,Getafe,3,28.0,1.0,1.0,2023-09-24,6,7,8,11,-3,29.0,59,11
6,Osasuna,0,11.0,2.0,0.0,2023-09-23,6,7,7,8,-1,17.0,59,12
6,Villarreal,1,17.0,2.0,1.0,2023-09-24,6,7,9,11,-2,21.0,59,13
6,Alaves,0,14.0,0.0,0.0,2023-09-22,6,6,5,9,-4,14.0,59,14
6,Las_Palmas,1,18.0,1.0,1.0,2023-09-24,6,5,2,4,-2,19.0,59,15
6,Mallorca,3,19.0,0.0,0.0,2023-09-23,6,5,7,10,-3,19.0,59,16
6,Sevilla,0,12.0,1.0,0.0,2023-09-23,5,4,6,8,-2,15.0,59,17
6,Celta_Vigo,2,7.0,0.0,0.0,2023-09-23,6,4,6,10,-4,7.0,59,18
6,Granada,0,17.0,1.0,0.0,2023-09-24,6,3,9,17,-8,20.0,59,19
6,Almeria,2,15.0,1.0,1.0,2023-09-23,6,2,7,13,-6,16.0,59,20
7,Girona,2,17.0,0.0,0.0,2023-09-27,7,19,18,8,10,17.0,69,1
7,Real_Madrid,2,12.0,0.0,0.0,2023-09-27,7,18,13,6,7,12.0,69,2
7,Barcelona,2,16.0,1.0,0.0,2023-09-26,7,17,18,8,10,19.0,69,3
7,Athletic_Club,2,21.0,2.0,1.0,2023-09-27,7,14,13,6,7,25.0,69,4
7,Atletico_Madrid,2,16.0,1.0,1.0,2023-09-28,6,13,15,5,10,17.0,69,5
7,Real_Sociedad,1,21.0,0.0,0.0,2023-09-27,7,12,13,10,3,21.0,69,6
7,Rayo_Vallecano,0,22.0,1.0,0.0,2023-09-27,7,11,7,9,-2,25.0,69,7
7,Valencia,0,14.0,1.0,1.0,2023-09-27,7,10,9,7,2,15.0,69,8
7,Cadiz,0,23.0,2.0,0.0,2023-09-27,7,9,6,8,-2,29.0,69,9
7,Real_Betis,1,15.0,0.0,0.0,2023-09-28,7,9,7,12,-5,15.0,69,10
7,Getafe,2,32.0,1.0,1.0,2023-09-27,7,8,10,13,-3,33.0,69,11
7,Alaves,1,17.0,0.0,0.0,2023-09-28,7,7,6,10,-4,17.0,69,12
7,Sevilla,5,15.0,1.0,0.0,2023-09-26,6,7,11,9,2,18.0,69,13
7,Osasuna,0,14.0,3.0,0.0,2023-09-28,7,7,7,10,-3,23.0,69,14
7,Villarreal,1,20.0,2.0,1.0,2023-09-27,7,7,10,13,-3,24.0,69,15
7,Mallorca,2,23.0,1.0,0.0,2023-09-26,7,6,9,12,-3,26.0,69,16
7,Celta_Vigo,1,13.0,1.0,1.0,2023-09-28,7,5,7,11,-4,14.0,69,17
7,Las_Palmas,0,19.0,1.0,1.0,2023-09-27,7,5,2,6,-4,20.0,69,18
7,Granada,1,19.0,1.0,0.0,2023-09-28,7,4,10,18,-8,22.0,69,19
7,Almeria,1,17.0,1.0,1.0,2023-09-26,7,2,8,18,-10,18.0,69,20
8,Real_Madrid,3,14.0,1.0,0.0,2023-09-30,8,21,16,6,10,17.0,79,1
8,Barcelona,1,18.0,1.0,0.0,2023-09-29,8,20,19,8,11,21.0,79,2
8,Girona,0,19.0,0.0,0.0,2023-09-30,8,19,18,11,7,19.0,79,3
8,Atletico_Madrid,3,17.0,1.0,1.0,2023-10-01,7,16,18,7,11,18.0,79,4
8,Real_Sociedad,3,23.0,0.0,0.0,2023-09-30,8,15,16,10,6,23.0,79,5
8,Athletic_Club,0,23.0,2.0,1.0,2023-09-30,8,14,13,9,4,27.0,79,6
8,Real_Betis,3,17.0,0.0,0.0,2023-10-01,8,12,10,12,-2,17.0,79,7
8,Rayo_Vallecano,2,24.0,1.0,0.0,2023-09-30,8,12,9,11,-2,27.0,79,8
8,Osasuna,2,17.0,3.0,0.0,2023-10-01,8,10,9,10,-1,26.0,79,9
8,Valencia,0,16.0,1.0,1.0,2023-10-01,8,10,9,10,-1,17.0,79,10
8,Getafe,0,34.0,1.0,1.0,2023-09-30,8,9,10,13,-3,35.0,79,11
8,Cadiz,2,26.0,2.0,0.0,2023-10-01,8,9,8,11,-3,32.0,79,12
8,Villarreal,0,24.0,3.0,1.0,2023-09-30,8,8,10,13,-3,31.0,79,13
8,Las_Palmas,2,21.0,1.0,1.0,2023-10-02,8,8,4,7,-3,22.0,79,14
8,Alaves,0,19.0,1.0,0.0,2023-10-01,8,7,6,12,-6,22.0,79,15
8,Sevilla,0,18.0,1.0,0.0,2023-09-29,7,7,11,10,1,21.0,79,16
8,Mallorca,2,28.0,1.0,0.0,2023-09-30,8,7,11,14,-3,31.0,79,17
8,Celta_Vigo,1,14.0,1.0,1.0,2023-10-02,8,5,8,13,-5,15.0,79,18
8,Granada,3,20.0,1.0,0.0,2023-10-01,8,5,13,21,-8,23.0,79,19
8,Almeria,3,19.0,1.0,1.0,2023-10-01,8,3,11,21,-10,20.0,79,20
9,Real_Madrid,4,16.0,1.0,0.0,2023-10-07,9,24,20,6,14,19.0,89,1
9,Girona,1,22.0,0.0,0.0,2023-10-07,9,22,19,11,8,22.0,89,2
9,Barcelona,2,19.0,1.0,0.0,2023-10-08,9,21,21,10,11,22.0,89,3
9,Atletico_Madrid,2,20.0,1.0,1.0,2023-10-08,8,19,20,8,12,21.0,89,4
9,Athletic_Club,3,25.0,2.0,1.0,2023-10-06,9,17,16,9,7,29.0,89,5
9,Real_Sociedad,1,26.0,0.0,0.0,2023-10-08,9,15,17,12,5,26.0,89,6
9,Real_Betis,1,20.0,1.0,0.0,2023-10-08,9,13,11,13,-2,23.0,89,7
9,Rayo_Vallecano,2,26.0,1.0,0.0,2023-10-07,9,13,11,13,-2,29.0,89,8
9,Valencia,1,17.0,1.0,1.0,2023-10-07,9,11,10,11,-1,18.0,89,9
9,Las_Palmas,2,25.0,1.0,1.0,2023-10-08,9,11,6,8,-2,26.0,89,10
9,Getafe,2,42.0,2.0,2.0,2023-10-08,9,10,12,15,-3,44.0,89,11
9,Osasuna,0,19.0,3.0,0.0,2023-10-07,9,10,9,14,-5,28.0,89,12
9,Cadiz,0,27.0,3.0,0.0,2023-10-07,9,9,8,12,-4,36.0,89,13
9,Alaves,1,22.0,1.0,0.0,2023-10-08,9,8,7,13,-6,25.0,89,14
9,Villarreal,1,28.0,3.0,1.0,2023-10-08,9,8,11,15,-4,35.0,89,15
9,Sevilla,2,22.0,1.0,0.0,2023-10-07,8,8,13,12,1,25.0,89,16
9,Mallorca,1,30.0,1.0,0.0,2023-10-07,9,8,12,15,-3,33.0,89,17
9,Celta_Vigo,2,15.0,1.0,1.0,2023-10-08,9,6,10,15,-5,16.0,89,18
9,Granada,2,24.0,1.0,0.0,2023-10-08,9,6,15,23,-8,27.0,89,19
9,Almeria,0,19.0,1.0,1.0,2023-10-06,9,3,11,24,-13,20.0,89,20
10,Real_Madrid,1,18.0,1.0,0.0,2023-10-21,10,25,21,7,14,21.0,99,1
10,Girona,5,23.0,0.0,0.0,2023-10-22,10,25,24,13,11,23.0,99,2
10,Barcelona,1,22.0,1.0,0.0,2023-10-22,10,24,22,10,12,25.0,99,3
10,Atletico_Madrid,3,22.0,1.0,1.0,2023-10-21,9,22,23,8,15,23.0,99,4
10,Real_Sociedad,1,29.0,0.0,0.0,2023-10-21,10,18,18,12,6,29.0,99,5
10,Athletic_Club,0,28.0,2.0,1.0,2023-10-22,10,17,16,10,6,32.0,99,6
10,Rayo_Vallecano,1,29.0,2.0,1.0,2023-10-22,10,16,12,13,-1,33.0,99,7
10,Real_Betis,1,22.0,1.0,0.0,2023-10-21,10,14,12,14,-2,25.0,99,8
10,Valencia,2,17.0,1.0,1.0,2023-10-23,10,14,12,11,1,18.0,99,9
10,Osasuna,2,22.0,3.0,0.0,2023-10-20,10,13,11,14,-3,31.0,99,10
10,Getafe,1,47.0,2.0,2.0,2023-10-21,10,11,13,16,-3,49.0,99,11
10,Las_Palmas,0,29.0,1.0,1.0,2023-10-22,10,11,6,9,-3,30.0,99,12
10,Cadiz,0,30.0,4.0,0.0,2023-10-23,10,9,8,14,-6,42.0,99,13
10,Alaves,1,25.0,1.0,0.0,2023-10-22,10,9,8,14,-6,28.0,99,14
10,Villarreal,1,32.0,3.0,1.0,2023-10-22,10,9,12,16,-4,39.0,99,15
10,Sevilla,1,27.0,1.0,0.0,2023-10-21,9,9,14,13,1,30.0,99,16
10,Mallorca,0,33.0,1.0,0.0,2023-10-21,10,8,12,16,-4,36.0,99,17
10,Celta_Vigo,0,18.0,2.0,1.0,2023-10-21,10,6,10,18,-8,22.0,99,18
10,Granada,0,28.0,2.0,0.0,2023-10-20,10,6,15,25,-10,34.0,99,19
10,Almeria,2,21.0,1.0,1.0,2023-10-22,10,3,13,29,-16,22.0,99,20
11,Real_Madrid,2,19.0,1.0,0.0,2023-10-28,11,28,23,8,15,22.0,109,1
11,Girona,1,26.0,0.0,0.0,2023-10-27,11,28,25,13,12,26.0,109,2
11,Atletico_Madrid,2,25.0,1.0,1.0,2023-10-29,10,25,25,9,16,26.0,109,3
11,Barcelona,1,24.0,1.0,0.0,2023-10-28,11,24,23,12,11,27.0,109,4
11,Real_Sociedad,2,31.0,0.0,0.0,2023-10-29,11,19,20,14,6,31.0,109,5
11,Athletic_Club,2,31.0,2.0,1.0,2023-10-29,11,18,18,12,6,35.0,109,6
11,Real_Betis,2,25.0,1.0,0.0,2023-10-29,11,17,14,15,-1,28.0,109,7
11,Rayo_Vallecano,2,32.0,2.0,1.0,2023-10-29,11,17,14,15,-1,36.0,109,8
11,Valencia,2,18.0,1.0,1.0,2023-10-29,11,15,14,13,1,19.0,109,9
11,Las_Palmas,2,30.0,1.0,1.0,2023-10-28,11,14,8,10,-2,31.0,109,10
11,Osasuna,1,26.0,3.0,0.0,2023-10-29,11,13,12,16,-4,35.0,109,11
11,Villarreal,3,36.0,3.0,1.0,2023-10-30,11,12,15,18,-3,43.0,109,12
11,Getafe,0,48.0,2.0,2.0,2023-10-28,11,12,13,16,-3,50.0,109,13
11,Sevilla,2,31.0,1.0,0.0,2023-10-28,10,10,16,15,1,34.0,109,14
11,Cadiz,2,35.0,4.0,0.0,2023-10-28,11,10,10,16,-6,47.0,109,15
11,Mallorca,0,33.0,1.0,0.0,2023-10-28,11,9,12,16,-4,36.0,109,16
11,Alaves,1,27.0,1.0,0.0,2023-10-29,11,9,9,16,-7,30.0,109,17
11,Celta_Vigo,0,20.0,2.0,1.0,2023-10-27,11,6,10,19,-9,24.0,109,18
11,Granada,2,28.0,2.0,0.0,2023-10-30,11,6,17,28,-11,34.0,109,19
11,Almeria,1,24.0,1.0,1.0,2023-10-28,11,3,14,31,-17,25.0,109,20
12,Girona,4,29.0,0.0,0.0,2023-11-04,12,31,29,15,14,29.0,119,1
12,Real_Madrid,0,22.0,1.0,0.0,2023-11-05,12,29,23,8,15,25.0,119,2
12,Barcelona,1,27.0,1.0,0.0,2023-11-04,12,27,24,12,12,30.0,119,3
12,Atletico_Madrid,1,28.0,1.0,1.0,2023-11-03,11,25,26,11,15,29.0,119,4
12,Athletic_Club,3,35.0,2.0,1.0,2023-11-05,12,21,21,14,7,39.0,119,5
12,Real_Betis,2,26.0,1.0,0.0,2023-11-04,12,20,16,15,1,29.0,119,6
12,Real_Sociedad,0,34.0,0.0,0.0,2023-11-04,12,19,20,15,5,34.0,119,7
12,Valencia,1,21.0,1.0,1.0,2023-11-05,12,18,15,13,2,22.0,119,8
12,Rayo_Vallecano,0,37.0,2.0,1.0,2023-11-05,12,18,14,15,-1,41.0,119,9
12,Las_Palmas,2,30.0,1.0,1.0,2023-11-03,12,17,10,11,-1,31.0,119,10
12,Getafe,1,54.0,3.0,3.0,2023-11-06,12,15,14,16,-2,57.0,119,11
12,Osasuna,2,30.0,3.0,0.0,2023-11-04,12,13,14,20,-6,39.0,119,12
12,Villarreal,2,40.0,3.0,1.0,2023-11-05,12,12,17,21,-4,47.0,119,13
12,Alaves,1,29.0,1.0,0.0,2023-11-05,12,12,10,16,-6,32.0,119,14
12,Sevilla,1,36.0,1.0,0.0,2023-11-04,11,11,17,16,1,39.0,119,15
12,Cadiz,0,36.0,4.0,0.0,2023-11-06,12,10,10,17,-7,48.0,119,16
12,Mallorca,0,37.0,2.0,1.0,2023-11-04,12,9,12,18,-6,41.0,119,17
12,Celta_Vigo,1,22.0,3.0,2.0,2023-11-04,12,7,11,20,-9,27.0,119,18
12,Granada,0,33.0,2.0,0.0,2023-11-05,12,6,17,29,-12,39.0,119,19
12,Almeria,0,27.0,1.0,1.0,2023-11-05,12,3,14,32,-18,28.0,119,20
13,Girona,2,31.0,0.0,0.0,2023-11-11,13,34,31,16,15,31.0,128,1
13,Real_Madrid,5,23.0,1.0,0.0,2023-11-11,13,32,28,9,19,26.0,128,2
13,Barcelona,2,29.0,1.0,0.0,2023-11-12,13,30,26,13,13,32.0,128,3
13,Atletico_Madrid,3,28.0,1.0,1.0,2023-11-12,12,28,29,12,17,29.0,128,4
13,Athletic_Club,4,37.0,2.0,1.0,2023-11-10,13,24,25,17,8,41.0,128,5
13,Real_Sociedad,3,36.0,0.0,0.0,2023-11-11,13,22,23,16,7,36.0,128,6
13,Real_Betis,1,27.0,1.0,0.0,2023-11-12,13,21,17,16,1,30.0,128,7
13,Valencia,1,24.0,1.0,1.0,2023-11-11,13,18,16,18,-2,25.0,128,8
13,Rayo_Vallecano,1,38.0,2.0,1.0,2023-11-11,13,18,15,17,-2,42.0,128,9
13,Las_Palmas,1,31.0,1.0,1.0,2023-11-11,13,18,11,12,-1,32.0,128,10
13,Getafe,1,56.0,3.0,3.0,2023-11-11,13,16,15,17,-2,59.0,128,11
13,Osasuna,1,31.0,3.0,0.0,2023-11-11,13,14,15,21,-6,40.0,128,12
13,Alaves,1,30.0,1.0,0.0,2023-11-12,13,12,11,18,-7,33.0,128,13
13,Villarreal,1,42.0,3.0,1.0,2023-11-12,13,12,18,24,-6,49.0,128,14
13,Sevilla,1,37.0,1.0,0.0,2023-11-12,12,12,18,17,1,40.0,128,15
13,Celta_Vigo,3,24.0,3.0,2.0,2023-11-10,13,7,14,24,-10,29.0,128,16
13,Granada,1,37.0,2.0,0.0,2023-11-11,13,7,18,30,-12,43.0,128,17
13,Almeria,1,30.0,1.0,1.0,2023-11-11,13,3,15,35,-20,31.0,128,18
14,Real_Madrid,3,26.0,1.0,0.0,2023-11-26,14,35,31,9,22,29.0,138,1
14,Girona,1,32.0,0.0,0.0,2023-11-27,14,35,32,17,15,32.0,138,2
14,Atletico_Madrid,1,28.0,1.0,1.0,2023-11-25,13,31,30,12,18,29.0,138,3
14,Barcelona,1,33.0,1.0,0.0,2023-11-25,14,31,27,14,13,36.0,138,4
14,Real_Sociedad,2,38.0,0.0,0.0,2023-11-26,14,25,25,17,8,38.0,138,5
14,Athletic_Club,1,38.0,2.0,1.0,2023-11-27,14,25,26,18,8,42.0,138,6
14,Real_Betis,1,28.0,1.0,0.0,2023-11-26,14,24,18,16,2,31.0,138,7
14,Getafe,2,58.0,3.0,3.0,2023-11-25,14,19,17,18,-1,61.0,138,8
14,Valencia,0,27.0,1.0,1.0,2023-11-25,14,19,16,18,-2,28.0,138,9
14,Rayo_Vallecano,1,41.0,2.0,1.0,2023-11-25,14,19,16,18,-2,45.0,138,10
14,Las_Palmas,0,33.0,1.0,1.0,2023-11-26,14,18,11,13,-2,34.0,138,11
14,Villarreal,3,42.0,3.0,1.0,2023-11-26,14,15,21,25,-4,49.0,138,12
14,Alaves,3,31.0,1.0,0.0,2023-11-24,14,15,14,19,-5,34.0,138,13
14,Osasuna,1,31.0,3.0,0.0,2023-11-26,14,14,16,24,-8,40.0,138,14
14,Sevilla,1,38.0,3.0,0.0,2023-11-26,13,12,19,19,0,47.0,138,15
14,Cadiz,0,39.0,4.0,0.0,2023-11-26,13,10,10,20,-10,51.0,138,16
14,Mallorca,0,37.0,2.0,1.0,2023-11-25,13,9,12,19,-7,41.0,138,17
14,Celta_Vigo,0,26.0,3.0,2.0,2023-11-25,14,8,14,24,-10,31.0,138,18
14,Granada,1,40.0,2.0,0.0,2023-11-24,14,7,19,33,-14,46.0,138,19
14,Almeria,1,34.0,1.0,1.0,2023-11-25,14,3,16,37,-21,35.0,138,20
13,Cadiz,1,42.0,4.0,0.0,2023-11-29,14,11,11,21,-10,54.0,139,1
13,Mallorca,1,39.0,2.0,1.0,2023-11-29,14,10,13,20,-7,43.0,139,2
15,Real_Madrid,2,28.0,1.0,0.0,2023-12-02,15,38,33,9,24,31.0,149,1
15,Girona,2,35.0,0.0,0.0,2023-12-02,15,38,34,18,16,35.0,149,2
15,Barcelona,1,38.0,1.0,0.0,2023-12-03,15,34,28,14,14,41.0,149,3
15,Atletico_Madrid,0,32.0,1.0,1.0,2023-12-03,14,31,30,13,17,33.0,149,4
15,Athletic_Club,4,39.0,2.0,1.0,2023-12-02,15,28,30,18,12,43.0,149,5
15,Real_Sociedad,1,41.0,0.0,0.0,2023-12-02,15,26,26,18,8,41.0,149,6
15,Real_Betis,0,31.0,2.0,0.0,2023-12-03,15,25,18,16,2,37.0,149,7
15,Las_Palmas,2,33.0,1.0,1.0,2023-12-01,15,21,13,13,0,34.0,149,8
15,Valencia,1,30.0,1.0,1.0,2023-12-02,15,19,17,20,-3,31.0,149,9
