gameweek,team,goals,yellow_cards,red_cards,second_yellow_cards,date_of_match,matches_played,points,goals_for,goals_against,goal_difference,fairplay,index,rank
3,Atletico_Madrid,6,3.0,0.0,0.0,2020-09-27,1,3,6,1,5,3.0,24,13
3,Barcelona,4,0.0,0.0,0.0,2020-09-27,1,3,4,0,4,0.0,24,14
3,Athletic_Club,2,4.0,0.0,0.0,2020-09-27,2,3,2,3,-1,4.0,24,15
3,Huesca,1,5.0,0.0,0.0,2020-09-26,3,2,2,4,-2,5.0,24,16
3,Valladolid,1,7.0,0.0,0.0,2020-09-27,3,2,2,4,-2,7.0,24,17
3,Eibar,1,6.0,1.0,1.0,2020-09-27,3,1,2,4,-2,7.0,24,18
3,Alaves,0,8.0,0.0,0.0,2020-09-26,3,1,1,3,-2,8.0,24,19
3,Elche,0,3.0,0.0,0.0,2020-09-26,1,0,0,3,-3,3.0,24,20
4,Getafe,3,10.0,0.0,0.0,2020-09-29,3,7,4,0,4,10.0,33,1
4,Valencia,1,7.0,0.0,0.0,2020-09-29,4,7,7,5,2,7.0,33,2
4,Real_Madrid,1,6.0,0.0,0.0,2020-09-30,3,7,4,2,2,6.0,33,3
4,Villarreal,3,3.0,0.0,0.0,2020-09-30,4,7,6,7,-1,3.0,33,4
4,Sevilla,1,8.0,0.0,0.0,2020-10-01,2,6,4,1,3,8.0,33,5
4,Cadiz,1,14.0,2.0,2.0,2020-10-01,4,6,4,5,-1,16.0,33,6
4,Barcelona,3,5.0,1.0,1.0,2020-10-01,2,6,7,0,7,6.0,33,7
4,Real_Betis,0,15.0,2.0,1.0,2020-09-29,4,6,5,6,-1,19.0,33,8
4,Real_Sociedad,0,5.0,0.0,0.0,2020-09-29,4,5,4,2,2,5.0,33,9
4,Celta_Vigo,0,15.0,0.0,0.0,2020-10-01,4,5,3,5,-2,15.0,33,10
4,Atletico_Madrid,0,3.0,0.0,0.0,2020-09-30,2,4,6,1,5,3.0,33,11
4,Levante,0,4.0,0.0,0.0,2020-10-01,3,3,5,6,-1,4.0,33,12
4,Athletic_Club,0,7.0,0.0,0.0,2020-10-01,3,3,2,4,-2,7.0,33,13
4,Huesca,0,6.0,0.0,0.0,2020-09-30,4,3,2,4,-2,6.0,33,14
4,Elche,1,5.0,0.0,0.0,2020-09-30,2,3,1,3,-2,5.0,33,15
4,Valladolid,0,8.0,0.0,0.0,2020-09-30,4,2,2,5,-3,8.0,33,16
4,Eibar,0,8.0,1.0,1.0,2020-09-30,4,1,2,5,-3,9.0,33,17
4,Alaves,1,10.0,0.0,0.0,2020-09-30,4,1,2,6,-4,10.0,33,18
5,Real_Madrid,2,7.0,0.0,0.0,2020-10-04,4,10,6,2,4,7.0,43,1
5,Real_Betis,2,17.0,2.0,1.0,2020-10-03,5,9,7,6,1,21.0,43,2
5,Real_Sociedad,3,8.0,0.0,0.0,2020-10-03,5,8,7,2,5,8.0,43,3
5,Villarreal,0,5.0,0.0,0.0,2020-10-03,5,8,6,7,-1,5.0,43,4
5,Sevilla,1,9.0,0.0,0.0,2020-10-04,3,7,5,2,3,9.0,43,5
5,Cadiz,1,16.0,2.0,2.0,2020-10-04,5,7,5,6,-1,18.0,43,6
5,Barcelona,1,6.0,1.0,1.0,2020-10-04,3,7,8,1,7,7.0,43,7
5,Granada,1,6.0,0.0,0.0,2020-10-04,4,7,6,8,-2,6.0,43,8
5,Getafe,0,13.0,0.0,0.0,2020-10-03,4,7,4,3,1,13.0,43,9
5,Valencia,0,9.0,0.0,0.0,2020-10-03,5,7,7,7,0,9.0,43,10
5,Osasuna,2,9.0,0.0,0.0,2020-10-04,4,6,5,4,1,9.0,43,11
5,Atletico_Madrid,0,4.0,0.0,0.0,2020-10-03,3,5,6,1,5,4.0,43,12
5,Celta_Vigo,0,18.0,0.0,0.0,2020-10-04,5,5,3,7,-4,18.0,43,13
5,Elche,0,5.0,0.0,0.0,2020-10-03,3,4,1,3,-2,5.0,43,14
5,Huesca,0,8.0,0.0,0.0,2020-10-03,5,4,2,4,-2,8.0,43,15
5,Eibar,2,11.0,2.0,1.0,2020-10-03,5,4,4,6,-2,15.0,43,16
5,Alaves,1,12.0,1.0,1.0,2020-10-04,5,4,3,6,-3,13.0,43,17
5,Levante,0,6.0,0.0,0.0,2020-10-04,4,3,5,8,-3,6.0,43,18
5,Athletic_Club,0,10.0,0.0,0.0,2020-10-04,4,3,2,5,-3,10.0,43,19
5,Valladolid,1,10.0,0.0,0.0,2020-10-03,5,2,3,7,-4,10.0,43,20
6,Real_Sociedad,3,9.0,0.0,0.0,2020-10-18,6,11,10,2,8,9.0,53,1
6,Villarreal,2,9.0,1.0,1.0,2020-10-18,6,11,8,8,0,10.0,53,2
6,Cadiz,1,16.0,2.0,2.0,2020-10-17,6,10,6,6,0,18.0,53,3
6,Granada,1,10.0,0.0,0.0,2020-10-17,5,10,7,8,-1,10.0,53,4
6,Real_Madrid,0,9.0,0.0,0.0,2020-10-17,5,10,6,3,3,9.0,53,5
6,Getafe,1,17.0,0.0,0.0,2020-10-17,5,10,5,3,2,17.0,53,6
6,Real_Betis,0,19.0,2.0,1.0,2020-10-18,6,9,7,9,-2,23.0,53,7
6,Atletico_Madrid,2,8.0,0.0,0.0,2020-10-17,4,8,8,1,7,8.0,53,8
6,Barcelona,0,9.0,1.0,1.0,2020-10-17,4,7,8,2,6,10.0,53,9
6,Sevilla,0,13.0,1.0,1.0,2020-10-17,4,7,5,3,2,14.0,53,10
6,Osasuna,0,12.0,1.0,1.0,2020-10-18,5,7,5,4,1,13.0,53,11
6,Elche,2,10.0,0.0,0.0,2020-10-18,4,7,3,3,0,10.0,53,12
6,Valencia,1,10.0,0.0,0.0,2020-10-18,6,7,8,9,-1,10.0,53,13
6,Athletic_Club,2,13.0,0.0,0.0,2020-10-18,5,6,4,5,-1,13.0,53,14
6,Eibar,0,13.0,2.0,1.0,2020-10-18,6,5,4,6,-2,17.0,53,15
6,Celta_Vigo,0,21.0,0.0,0.0,2020-10-17,6,5,3,9,-6,21.0,53,16
6,Huesca,2,9.0,0.0,0.0,2020-10-18,6,5,4,6,-2,9.0,53,17
6,Alaves,0,14.0,1.0,1.0,2020-10-18,6,4,3,8,-5,15.0,53,18
6,Valladolid,2,12.0,0.0,0.0,2020-10-18,6,3,5,9,-4,12.0,53,19
6,Levante,0,7.0,0.0,0.0,2020-10-18,5,3,5,10,-5,7.0,53,20
7,Real_Sociedad,4,11.0,0.0,0.0,2020-10-25,7,14,14,3,11,11.0,63,1
7,Real_Madrid,3,11.0,0.0,0.0,2020-10-24,6,13,9,4,5,11.0,63,2
7,Granada,1,12.0,0.0,0.0,2020-10-25,6,13,8,8,0,12.0,63,3
7,Villarreal,0,11.0,1.0,1.0,2020-10-25,7,12,8,8,0,12.0,63,4
7,Atletico_Madrid,2,10.0,0.0,0.0,2020-10-24,5,11,10,1,9,10.0,63,5
7,Cadiz,0,18.0,2.0,2.0,2020-10-25,7,11,6,6,0,20.0,63,6
7,Getafe,0,21.0,0.0,0.0,2020-10-25,6,10,5,4,1,21.0,63,7
7,Osasuna,1,15.0,1.0,1.0,2020-10-24,6,10,6,4,2,16.0,63,8
7,Elche,2,13.0,0.0,0.0,2020-10-23,5,10,5,4,1,13.0,63,9
7,Real_Betis,0,19.0,3.0,1.0,2020-10-24,7,9,7,11,-4,26.0,63,10
7,Eibar,1,16.0,2.0,1.0,2020-10-24,7,8,5,6,-1,20.0,63,11
7,Barcelona,1,12.0,1.0,1.0,2020-10-24,5,7,9,5,4,13.0,63,12
7,Sevilla,0,13.0,1.0,1.0,2020-10-24,5,7,5,4,1,14.0,63,13
7,Valencia,1,12.0,0.0,0.0,2020-10-23,7,7,9,11,-2,12.0,63,14
7,Alaves,2,14.0,1.0,1.0,2020-10-25,7,7,5,8,-3,15.0,63,15
7,Athletic_Club,0,15.0,0.0,0.0,2020-10-24,6,6,4,6,-2,15.0,63,16
7,Celta_Vigo,1,23.0,0.0,0.0,2020-10-26,7,6,4,10,-6,23.0,63,17
7,Huesca,1,10.0,0.0,0.0,2020-10-25,7,5,5,10,-5,10.0,63,18
7,Levante,1,9.0,0.0,0.0,2020-10-26,6,4,6,11,-5,9.0,63,19
7,Valladolid,0,13.0,1.0,0.0,2020-10-25,7,3,5,11,-6,16.0,63,20
8,Real_Sociedad,4,16.0,0.0,0.0,2020-11-01,8,17,18,4,14,16.0,73,1
8,Real_Madrid,4,11.0,0.0,0.0,2020-10-31,7,16,13,5,8,11.0,73,2
8,Villarreal,2,12.0,1.0,1.0,2020-11-02,8,15,10,8,2,13.0,73,3
8,Atletico_Madrid,3,12.0,0.0,0.0,2020-10-31,6,14,13,2,11,12.0,73,4
8,Cadiz,2,19.0,2.0,2.0,2020-10-30,8,14,8,6,2,21.0,73,5
8,Granada,1,14.0,1.0,0.0,2020-11-01,7,14,9,9,0,17.0,73,6
8,Real_Betis,3,21.0,3.0,1.0,2020-11-01,8,12,10,12,-2,28.0,73,7
8,Getafe,2,26.0,1.0,1.0,2020-11-01,7,11,7,6,1,27.0,73,8
8,Osasuna,1,16.0,1.0,1.0,2020-10-31,7,10,7,7,0,17.0,73,9
8,Elche,1,14.0,0.0,0.0,2020-11-01,6,10,6,7,-1,14.0,73,10
8,Athletic_Club,2,20.0,0.0,0.0,2020-10-31,7,9,6,7,-1,20.0,73,11
8,Barcelona,1,15.0,1.0,1.0,2020-10-31,6,8,10,6,4,16.0,73,12
8,Alaves,1,18.0,2.0,2.0,2020-10-31,8,8,6,9,-3,20.0,73,13
8,Valencia,2,20.0,1.0,1.0,2020-11-01,8,8,11,13,-2,21.0,73,14
8,Eibar,0,17.0,2.0,1.0,2020-10-30,8,8,5,8,-3,21.0,73,15
8,Sevilla,1,18.0,1.0,1.0,2020-10-31,6,7,6,6,0,19.0,73,16
8,Celta_Vigo,1,25.0,1.0,1.0,2020-11-01,8,6,5,14,-9,26.0,73,17
8,Levante,1,12.0,0.0,0.0,2020-11-01,7,5,7,12,-5,12.0,73,18
8,Huesca,1,12.0,0.0,0.0,2020-10-31,8,5,6,14,-8,12.0,73,19
8,Valladolid,0,16.0,1.0,0.0,2020-11-02,8,3,5,13,-8,19.0,73,20
9,Real_Sociedad,2,18.0,1.0,0.0,2020-11-08,9,20,20,4,16,21.0,83,1
9,Villarreal,3,16.0,1.0,1.0,2020-11-08,9,18,13,9,4,17.0,83,2
9,Atletico_Madrid,4,13.0,0.0,0.0,2020-11-07,7,17,17,2,15,13.0,83,3
9,Real_Madrid,1,13.0,0.0,0.0,2020-11-08,8,16,14,9,5,13.0,83,4
9,Granada,0,15.0,1.0,0.0,2020-11-08,8,14,9,11,-2,18.0,83,5
9,Cadiz,0,20.0,2.0,2.0,2020-11-07,9,14,8,10,-2,22.0,83,6
9,Real_Betis,2,23.0,4.0,1.0,2020-11-07,9,12,12,17,-5,33.0,83,7
9,Getafe,1,29.0,1.0,1.0,2020-11-08,8,11,8,9,-1,30.0,83,8
9,Elche,1,17.0,0.0,0.0,2020-11-06,7,11,7,8,-1,17.0,83,9
9,Valencia,4,23.0,1.0,1.0,2020-11-08,9,11,15,14,1,24.0,83,10
9,Barcelona,5,17.0,1.0,1.0,2020-11-07,7,11,15,8,7,18.0,83,11
9,Sevilla,1,20.0,1.0,1.0,2020-11-07,7,10,7,6,1,21.0,83,12
9,Osasuna,0,19.0,1.0,1.0,2020-11-07,8,10,7,8,-1,20.0,83,13
9,Alaves,1,24.0,3.0,3.0,2020-11-08,9,9,7,10,-3,27.0,83,14
9,Athletic_Club,1,22.0,0.0,0.0,2020-11-08,8,9,7,9,-2,22.0,83,15
9,Eibar,1,17.0,2.0,1.0,2020-11-07,9,9,6,9,-3,21.0,83,16
9,Celta_Vigo,1,29.0,1.0,1.0,2020-11-06,9,7,6,15,-9,30.0,83,17
9,Valladolid,2,20.0,1.0,0.0,2020-11-08,9,6,7,14,-7,23.0,83,18
9,Huesca,1,14.0,0.0,0.0,2020-11-07,9,6,7,15,-8,14.0,83,19
9,Levante,1,13.0,0.0,0.0,2020-11-08,8,6,8,13,-5,13.0,83,20
10,Real_Sociedad,1,19.0,1.0,0.0,2020-11-22,10,23,21,4,17,22.0,93,1
10,Atletico_Madrid,1,17.0,0.0,0.0,2020-11-21,8,20,18,2,16,17.0,93,2
10,Villarreal,1,17.0,1.0,1.0,2020-11-21,10,19,14,10,4,18.0,93,3
10,Real_Madrid,1,15.0,0.0,0.0,2020-11-21,9,17,15,10,5,15.0,93,4
10,Cadiz,0,22.0,2.0,2.0,2020-11-22,10,14,8,11,-3,24.0,93,5
10,Granada,1,19.0,1.0,0.0,2020-11-22,9,14,10,14,-4,22.0,93,6
10,Sevilla,4,22.0,1.0,1.0,2020-11-21,8,13,11,8,3,23.0,93,7
10,Real_Betis,0,23.0,4.0,1.0,2020-11-23,10,12,12,21,-9,33.0,93,8
10,Getafe,0,33.0,1.0,1.0,2020-11-22,9,12,8,9,-1,34.0,93,9
10,Athletic_Club,4,22.0,0.0,0.0,2020-11-23,9,12,11,9,2,22.0,93,10
10,Elche,1,21.0,0.0,0.0,2020-11-21,8,12,8,9,-1,21.0,93,11
10,Valencia,2,24.0,1.0,1.0,2020-11-22,10,12,17,16,1,25.0,93,12
10,Barcelona,0,17.0,1.0,1.0,2020-11-21,8,11,15,9,6,18.0,93,13
10,Osasuna,1,21.0,1.0,1.0,2020-11-20,9,11,8,9,-1,22.0,93,14
10,Alaves,2,25.0,3.0,3.0,2020-11-22,10,10,9,12,-3,28.0,93,15
10,Eibar,0,20.0,3.0,2.0,2020-11-22,10,10,6,9,-3,25.0,93,16
10,Valladolid,3,23.0,1.0,0.0,2020-11-22,10,9,10,15,-5,26.0,93,17
10,Levante,1,14.0,0.0,0.0,2020-11-21,9,7,9,14,-5,14.0,93,18
10,Celta_Vigo,2,31.0,1.0,1.0,2020-11-21,10,7,8,19,-11,32.0,93,19
10,Huesca,1,17.0,0.0,0.0,2020-11-20,10,7,8,16,-8,17.0,93,20
11,Real_Sociedad,1,24.0,1.0,0.0,2020-11-29,11,24,22,5,17,27.0,103,1
11,Atletico_Madrid,1,22.0,0.0,0.0,2020-11-28,9,23,19,2,17,22.0,103,2
11,Villarreal,1,20.0,1.0,1.0,2020-11-29,11,20,15,11,4,21.0,103,3
11,Real_Madrid,1,17.0,0.0,0.0,2020-11-28,10,17,16,12,4,17.0,103,4
11,Sevilla,1,25.0,1.0,1.0,2020-11-28,9,16,12,8,4,26.0,103,5
11,Cadiz,1,24.0,2.0,2.0,2020-11-28,11,15,9,12,-3,26.0,103,6
11,Barcelona,4,18.0,1.0,1.0,2020-11-29,9,14,19,9,10,19.0,103,7
11,Granada,1,22.0,1.0,0.0,2020-11-29,10,14,11,17,-6,25.0,103,8
11,Elche,1,27.0,1.0,1.0,2020-11-28,9,13,9,10,-1,28.0,103,9
11,Alaves,2,28.0,3.0,3.0,2020-11-28,11,13,11,13,-2,31.0,103,10
11,Athletic_Club,1,26.0,0.0,0.0,2020-11-29,10,13,12,10,2,26.0,103,11
11,Getafe,1,35.0,1.0,1.0,2020-11-29,10,13,9,10,-1,36.0,103,12
11,Eibar,2,21.0,3.0,2.0,2020-11-30,11,13,8,9,-1,26.0,103,13
11,Real_Betis,0,25.0,4.0,1.0,2020-11-30,11,12,12,23,-11,35.0,103,14
11,Valencia,0,26.0,1.0,1.0,2020-11-28,11,12,17,17,0,27.0,103,15
11,Osasuna,0,21.0,1.0,1.0,2020-11-29,10,11,8,13,-5,22.0,103,16
11,Valladolid,1,23.0,1.0,0.0,2020-11-27,11,10,11,16,-5,26.0,103,17
11,Celta_Vigo,3,36.0,2.0,1.0,2020-11-29,11,10,11,20,-9,40.0,103,18
11,Levante,1,17.0,0.0,0.0,2020-11-27,10,8,10,15,-5,17.0,103,19
11,Huesca,0,21.0,0.0,0.0,2020-11-28,11,7,8,17,-9,21.0,103,20
12,Atletico_Madrid,2,26.0,0.0,0.0,2020-12-05,10,26,21,2,19,26.0,113,1
12,Real_Sociedad,0,24.0,1.0,0.0,2020-12-06,12,25,22,5,17,27.0,113,2
12,Villarreal,0,23.0,1.0,1.0,2020-12-06,12,21,15,11,4,24.0,113,3
12,Real_Madrid,1,20.0,0.0,0.0,2020-12-05,11,20,17,12,5,20.0,113,4
12,Cadiz,2,24.0,2.0,2.0,2020-12-05,12,18,11,13,-2,26.0,113,5
12,Sevilla,0,26.0,1.0,1.0,2020-12-05,10,16,12,9,3,27.0,113,6
12,Granada,3,24.0,1.0,0.0,2020-12-06,11,15,14,20,-6,27.0,113,7
12,Real_Betis,2,27.0,4.0,1.0,2020-12-06,12,15,14,23,-9,37.0,113,8
12,Elche,0,29.0,1.0,1.0,2020-12-06,10,14,9,10,-1,30.0,113,9
12,Barcelona,1,20.0,1.0,1.0,2020-12-05,10,14,20,11,9,21.0,113,10
12,Alaves,0,29.0,4.0,3.0,2020-12-06,12,14,11,13,-2,35.0,113,11
12,Eibar,0,24.0,3.0,2.0,2020-12-07,12,14,8,9,-1,29.0,113,12
12,Celta_Vigo,2,37.0,2.0,1.0,2020-12-04,12,13,13,20,-7,41.0,113,13
12,Getafe,0,42.0,3.0,2.0,2020-12-05,11,13,9,13,-4,47.0,113,14
12,Valencia,0,28.0,1.0,1.0,2020-12-07,12,13,17,17,0,29.0,113,15
12,Athletic_Club,0,28.0,0.0,0.0,2020-12-04,11,13,12,12,0,28.0,113,16
12,Levante,3,19.0,0.0,0.0,2020-12-05,11,11,13,15,-2,19.0,113,17
12,Osasuna,0,24.0,1.0,1.0,2020-12-06,11,11,8,15,-7,25.0,113,18
12,Valladolid,0,25.0,1.0,0.0,2020-12-05,12,10,11,18,-7,28.0,113,19
12,Huesca,3,21.0,0.0,0.0,2020-12-06,12,8,11,20,-9,21.0,113,20
13,Real_Sociedad,1,28.0,1.0,0.0,2020-12-13,13,26,23,6,17,31.0,123,1
13,Atletico_Madrid,0,30.0,0.0,0.0,2020-12-12,11,26,21,4,17,30.0,123,2
13,Real_Madrid,2,21.0,0.0,0.0,2020-12-12,12,23,19,12,7,21.0,123,3
13,Villarreal,1,26.0,1.0,1.0,2020-12-13,13,22,16,12,4,27.0,123,4
13,Sevilla,1,29.0,1.0,1.0,2020-12-12,11,19,13,9,4,30.0,123,5
13,Granada,1,26.0,1.0,0.0,2020-12-13,12,18,15,20,-5,29.0,123,6
13,Cadiz,0,25.0,2.0,2.0,2020-12-14,13,18,11,17,-6,27.0,123,7
13,Barcelona,1,22.0,1.0,1.0,2020-12-13,11,17,21,11,10,23.0,123,8
13,Celta_Vigo,4,39.0,2.0,1.0,2020-12-14,13,16,17,20,-3,43.0,123,9
13,Real_Betis,1,29.0,4.0,1.0,2020-12-13,13,16,15,24,-9,39.0,123,10
13,Eibar,1,27.0,3.0,2.0,2020-12-13,13,15,9,10,-1,32.0,123,11
13,Elche,0,33.0,1.0,1.0,2020-12-13,11,14,9,11,-2,34.0,123,12
13,Alaves,0,33.0,4.0,3.0,2020-12-12,13,14,11,14,-3,39.0,123,13
13,Valencia,2,30.0,1.0,1.0,2020-12-12,13,14,19,19,0,31.0,123,14
13,Athletic_Club,2,34.0,0.0,0.0,2020-12-12,12,14,14,14,0,34.0,123,15
13,Getafe,0,44.0,3.0,2.0,2020-12-12,12,13,9,14,-5,49.0,123,16
13,Valladolid,3,29.0,1.0,0.0,2020-12-11,13,13,14,20,-6,32.0,123,17
13,Levante,0,20.0,0.0,0.0,2020-12-13,12,11,13,16,-3,20.0,123,18
13,Huesca,1,22.0,0.0,0.0,2020-12-12,13,11,12,20,-8,22.0,123,19
13,Osasuna,2,29.0,1.0,1.0,2020-12-11,12,11,10,18,-8,30.0,123,20
19,Real_Sociedad,1,31.0,1.0,0.0,2020-12-16,14,26,24,8,16,34.0,125,1
19,Real_Madrid,3,22.0,0.0,0.0,2020-12-15,13,26,22,13,9,22.0,125,2
19,Barcelona,2,25.0,1.0,1.0,2020-12-16,12,20,23,12,11,26.0,125,3
19,Athletic_Club,1,37.0,1.0,1.0,2020-12-15,13,14,15,17,-2,38.0,125,4
14,Real_Madrid,3,22.0,0.0,0.0,2020-12-20,14,29,25,14,11,22.0,135,1
14,Atletico_Madrid,3,31.0,0.0,0.0,2020-12-19,12,29,24,5,19,31.0,135,2
14,Real_Sociedad,1,32.0,1.0,0.0,2020-12-19,15,26,25,10,15,35.0,135,3
14,Villarreal,3,28.0,1.0,1.0,2020-12-19,14,25,19,13,6,29.0,135,4
14,Barcelona,2,29.0,1.0,1.0,2020-12-19,13,21,25,14,11,30.0,135,5
14,Granada,2,29.0,1.0,0.0,2020-12-20,13,21,17,20,-3,32.0,135,6
14,Sevilla,1,32.0,1.0,1.0,2020-12-19,12,20,14,10,4,33.0,135,7
14,Celta_Vigo,2,41.0,2.0,1.0,2020-12-20,14,19,19,20,-1,45.0,135,8
14,Cadiz,0,27.0,2.0,2.0,2020-12-20,14,18,11,19,-8,29.0,135,9
14,Athletic_Club,2,37.0,1.0,1.0,2020-12-18,14,17,17,17,0,38.0,135,10
14,Getafe,2,51.0,3.0,2.0,2020-12-20,13,16,11,14,-3,56.0,135,11
14,Real_Betis,0,33.0,4.0,1.0,2020-12-20,14,16,15,26,-11,43.0,135,12
14,Valencia,2,32.0,1.0,1.0,2020-12-19,14,15,21,21,0,33.0,135,13
14,Eibar,1,28.0,3.0,2.0,2020-12-20,14,15,10,13,-3,33.0,135,14
14,Elche,1,35.0,1.0,1.0,2020-12-19,12,14,10,14,-4,36.0,135,15
14,Alaves,0,35.0,4.0,3.0,2020-12-20,14,14,11,16,-5,41.0,135,16
14,Levante,2,22.0,0.0,0.0,2020-12-19,13,14,15,17,-2,22.0,135,17
14,Valladolid,1,33.0,1.0,0.0,2020-12-19,14,14,15,21,-6,36.0,135,18
14,Huesca,0,25.0,1.0,1.0,2020-12-18,14,11,12,22,-10,26.0,135,19
14,Osasuna,1,31.0,2.0,1.0,2020-12-19,13,11,11,21,-10,35.0,135,20
15,Real_Madrid,2,24.0,0.0,0.0,2020-12-23,15,32,27,14,13,24.0,145,1
15,Atletico_Madrid,2,34.0,0.0,0.0,2020-12-22,13,32,26,5,21,34.0,145,2
15,Real_Sociedad,0,35.0,1.0,0.0,2020-12-22,16,26,25,12,13,38.0,145,3
15,Villarreal,1,29.0,1.0,1.0,2020-12-22,15,26,20,14,6,30.0,145,4
15,Barcelona,3,31.0,1.0,1.0,2020-12-22,14,24,28,14,14,32.0,145,5
15,Sevilla,1,34.0,1.0,1.0,2020-12-22,13,23,15,10,5,35.0,145,6
15,Granada,0,30.0,1.0,0.0,2020-12-23,14,21,17,22,-5,33.0,145,7
15,Celta_Vigo,1,44.0,2.0,1.0,2020-12-23,15,20,20,21,-1,48.0,145,8
15,Real_Betis,1,34.0,4.0,1.0,2020-12-23,15,19,16,26,-10,44.0,145,9
15,Cadiz,0,28.0,2.0,2.0,2020-12-23,15,18,11,20,-9,30.0,145,10
15,Athletic_Club,1,38.0,1.0,1.0,2020-12-22,15,18,18,18,0,39.0,145,11
15,Getafe,1,54.0,3.0,2.0,2020-12-23,14,17,12,15,-3,59.0,145,12
15,Alaves,2,39.0,4.0,3.0,2020-12-23,15,17,13,17,-4,45.0,145,13
15,Elche,2,36.0,1.0,1.0,2020-12-22,13,15,12,16,-4,37.0,145,14
15,Valencia,0,35.0,1.0,1.0,2020-12-22,15,15,21,22,-1,36.0,145,15
15,Levante,1,25.0,0.0,0.0,2020-12-22,14,15,16,18,-2,25.0,145,16
15,Eibar,1,30.0,3.0,2.0,2020-12-23,15,15,11,15,-4,35.0,145,17
15,Valladolid,0,34.0,1.0,0.0,2020-12-22,15,14,15,24,-9,37.0,145,18
15,Huesca,1,27.0,1.0,1.0,2020-12-22,15,12,13,23,-10,28.0,145,19
15,Osasuna,2,33.0,3.0,2.0,2020-12-22,14,12,13,23,-10,38.0,145,20
