type_id,vehicle_class,connectivity_type,powertrain_type,automation_type,fuel_type,vintage_type,ev_features_id,operating_cost_per_mile
88,0,1,2,0,0,1,,0.18
89,0,1,2,0,0,2,,0.18
90,0,0,3,1,4,0,1,0.18
91,0,0,3,1,4,1,43,0.18
92,0,0,3,1,4,2,67,0.18
93,0,0,6,1,4,0,1,0.18
94,0,0,6,1,4,1,43,0.18
95,0,0,6,1,4,2,67,0.18
96,0,0,0,1,2,0,,0.18
97,0,0,0,1,2,1,,0.18
98,0,0,0,1,2,2,,0.18
99,0,0,0,1,1,0,,0.18
100,0,0,0,1,1,1,,0.18
101,0,0,0,1,1,2,,0.18
102,0,0,0,1,0,0,,0.18
103,0,0,0,1,0,1,,0.18
104,0,0,0,1,0,2,,0.18
105,0,0,4,1,3,0,,0.18
106,0,0,4,1,3,1,,0.18
107,0,0,4,1,3,2,,0.18
108,0,0,1,1,2,0,,0.18
109,0,0,1,1,2,1,,0.18
110,0,0,1,1,2,2,,0.18
111,0,0,1,1,1,0,,0.18
112,0,0,1,1,1,1,,0.18
113,0,0,1,1,1,2,,0.18
114,0,0,1,1,0,0,,0.18
115,0,0,1,1,0,1,,0.18
116,0,0,1,1,0,2,,0.18
117,0,0,5,1,2,0,,0.18
118,0,0,5,1,2,1,,0.18
119,0,0,5,1,2,2,,0.18
120,0,0,5,1,1,0,,0.18
121,0,0,5,1,1,1,,0.18
122,0,0,5,1,1,2,,0.18
123,0,0,5,1,0,0,,0.18
124,0,0,5,1,0,1,,0.18
125,0,0,5,1,0,2,,0.18
126,0,0,2,1,2,0,,0.18
127,0,0,2,1,2,1,,0.18
128,0,0,2,1,2,2,,0.18
129,0,0,2,1,1,0,,0.18
130,0,0,2,1,1,1,,0.18
131,0,0,2,1,1,2,,0.18
132,0,0,2,1,0,0,,0.18
133,0,0,2,1,0,1,,0.18
134,0,0,2,1,0,2,,0.18
135,0,1,3,1,4,0,1,0.18
136,0,1,3,1,4,1,43,0.18
137,0,1,3,1,4,2,67,0.18
138,0,1,6,1,4,0,1,0.18
139,0,1,6,1,4,1,43,0.18
140,0,1,6,1,4,2,67,0.18
141,0,1,0,1,2,0,,0.18
142,0,1,0,1,2,1,,0.18
143,0,1,0,1,2,2,,0.18
144,0,1,0,1,1,0,,0.18
145,0,1,0,1,1,1,,0.18
146,0,1,0,1,1,2,,0.18
147,0,1,0,1,0,0,,0.18
148,0,1,0,1,0,1,,0.18
149,0,1,0,1,0,2,,0.18
150,0,1,4,1,3,0,,0.18
151,0,1,4,1,3,1,,0.18
152,0,1,4,1,3,2,,0.18
153,0,1,1,1,2,0,,0.18
154,0,1,1,1,2,1,,0.18
155,0,1,1,1,2,2,,0.18
156,0,1,1,1,1,0,,0.18
157,0,1,1,1,1,1,,0.18
158,0,1,1,1,1,2,,0.18
159,0,1,1,1,0,0,,0.18
160,0,1,1,1,0,1,,0.18
161,0,1,1,1,0,2,,0.18
162,0,1,5,1,2,0,,0.18
163,0,1,5,1,2,1,,0.18
164,0,1,5,1,2,2,,0.18
165,0,1,5,1,1,0,,0.18
166,0,1,5,1,1,1,,0.18
167,0,1,5,1,1,2,,0.18
168,0,1,5,1,0,0,,0.18
169,0,1,5,1,0,1,,0.18
170,0,1,5,1,0,2,,0.18
171,0,1,2,1,2,0,,0.18
172,0,1,2,1,2,1,,0.18
173,0,1,2,1,2,2,,0.18
174,0,1,2,1,1,0,,0.18
175,0,1,2,1,1,1,,0.18
176,0,1,2,1,1,2,,0.18
177,0,1,2,1,0,0,,0.18
178,0,1,2,1,0,1,,0.18
179,0,1,2,1,0,2,,0.18
180,0,0,3,2,4,0,2,0.18
181,0,0,3,2,4,1,44,0.18
182,0,0,3,2,4,2,68,0.18
183,0,0,6,2,4,0,2,0.18
184,0,0,6,2,4,1,44,0.18
185,0,0,6,2,4,2,68,0.18
186,0,0,0,2,2,0,,0.18
187,0,0,0,2,2,1,,0.18
188,0,0,0,2,2,2,,0.18
189,0,0,0,2,1,0,,0.18
190,0,0,0,2,1,1,,0.18
191,0,0,0,2,1,2,,0.18
192,0,0,0,2,0,0,,0.18
193,0,0,0,2,0,1,,0.18
194,0,0,0,2,0,2,,0.18
195,0,0,4,2,3,0,,0.18
196,0,0,4,2,3,1,,0.18
197,0,0,4,2,3,2,,0.18
198,0,0,1,2,2,0,,0.18
199,0,0,1,2,2,1,,0.18
200,0,0,1,2,2,2,,0.18
201,0,0,1,2,1,0,,0.18
202,0,0,1,2,1,1,,0.18
203,0,0,1,2,1,2,,0.18
204,0,0,1,2,0,0,,0.18
205,0,0,1,2,0,1,,0.18
206,0,0,1,2,0,2,,0.18
207,0,0,5,2,2,0,,0.18
208,0,0,5,2,2,1,,0.18
209,0,0,5,2,2,2,,0.18
210,0,0,5,2,1,0,,0.18
211,0,0,5,2,1,1,,0.18
212,0,0,5,2,1,2,,0.18
213,0,0,5,2,0,0,,0.18
214,0,0,5,2,0,1,,0.18
215,0,0,5,2,0,2,,0.18
216,0,0,2,2,2,0,,0.18
217,0,0,2,2,2,1,,0.18
218,0,0,2,2,2,2,,0.18
219,0,0,2,2,1,0,,0.18
220,0,0,2,2,1,1,,0.18
221,0,0,2,2,1,2,,0.18
222,0,0,2,2,0,0,,0.18
223,0,0,2,2,0,1,,0.18
224,0,0,2,2,0,2,,0.18
225,0,1,3,2,4,0,2,0.18
226,0,1,3,2,4,1,44,0.18
227,0,1,3,2,4,2,68,0.18
228,0,1,6,2,4,0,2,0.18
229,0,1,6,2,4,1,44,0.18
230,0,1,6,2,4,2,68,0.18
231,0,1,0,2,2,0,,0.18
232,0,1,0,2,2,1,,0.18
233,0,1,0,2,2,2,,0.18
234,0,1,0,2,1,0,,0.18
235,0,1,0,2,1,1,,0.18
236,0,1,0,2,1,2,,0.18
237,0,1,0,2,0,0,,0.18
238,0,1,0,2,0,1,,0.18
239,0,1,0,2,0,2,,0.18
240,0,1,4,2,3,0,,0.18
241,0,1,4,2,3,1,,0.18
242,0,1,4,2,3,2,,0.18
243,0,1,1,2,2,0,,0.18
244,0,1,1,2,2,1,,0.18
245,0,1,1,2,2,2,,0.18
246,0,1,1,2,1,0,,0.18
247,0,1,1,2,1,1,,0.18
248,0,1,1,2,1,2,,0.18
249,0,1,1,2,0,0,,0.18
250,0,1,1,2,0,1,,0.18
251,0,1,1,2,0,2,,0.18
252,0,1,5,2,2,0,,0.18
253,0,1,5,2,2,1,,0.18
254,0,1,5,2,2,2,,0.18
255,0,1,5,2,1,0,,0.18
256,0,1,5,2,1,1,,0.18
257,0,1,5,2,1,2,,0.18
258,0,1,5,2,0,0,,0.18
259,0,1,5,2,0,1,,0.18
260,0,1,5,2,0,2,,0.18
261,0,1,2,2,2,0,,0.18
262,0,1,2,2,2,1,,0.18
263,0,1,2,2,2,2,,0.18
264,0,1,2,2,1,0,,0.18
265,0,1,2,2,1,1,,0.18
266,0,1,2,2,1,2,,0.18
267,0,1,2,2,0,0,,0.18
268,0,1,2,2,0,1,,0.18
269,0,1,2,2,0,2,,0.18
1000,1,0,3,0,4,0,3,0.18
1001,1,0,3,0,4,1,45,0.18
1002,1,0,3,0,4,2,69,0.18
1003,1,0,6,0,4,0,3,0.18
1004,1,0,6,0,4,1,45,0.18
1005,1,0,6,0,4,2,69,0.18
1006,1,0,0,0,2,0,,0.18
1007,1,0,0,0,2,1,,0.18
1008,1,0,0,0,2,2,,0.18
1009,1,0,0,0,1,0,,0.18
1010,1,0,0,0,1,1,,0.18
1011,1,0,0,0,1,2,,0.18
1012,1,0,0,0,0,0,,0.18
1013,1,0,0,0,0,1,,0.18
1014,1,0,0,0,0,2,,0.18
1015,1,0,4,0,3,0,,0.18
1016,1,0,4,0,3,1,,0.18
1017,1,0,4,0,3,2,,0.18
1018,1,0,1,0,2,0,,0.18
1019,1,0,1,0,2,1,,0.18
1020,1,0,1,0,2,2,,0.18
1021,1,0,1,0,1,0,,0.18
1022,1,0,1,0,1,1,,0.18
1023,1,0,1,0,1,2,,0.18
1024,1,0,1,0,0,0,,0.18
1025,1,0,1,0,0,1,,0.18
1026,1,0,1,0,0,2,,0.18
1027,1,0,5,0,2,0,,0.18
1028,1,0,5,0,2,1,,0.18
1029,1,0,5,0,2,2,,0.18
1030,1,0,5,0,1,0,,0.18
1031,1,0,5,0,1,1,,0.18
1032,1,0,5,0,1,2,,0.18
1033,1,0,5,0,0,0,,0.18
1034,1,0,5,0,0,1,,0.18
1035,1,0,5,0,0,2,,0.18
1036,1,0,2,0,2,0,,0.18
1037,1,0,2,0,2,1,,0.18
1038,1,0,2,0,2,2,,0.18
1039,1,0,2,0,1,0,,0.18
1040,1,0,2,0,1,1,,0.18
1041,1,0,2,0,1,2,,0.18
1042,1,0,2,0,0,0,,0.18
1043,1,0,2,0,0,1,,0.18
1044,1,0,2,0,0,2,,0.18
1045,1,1,3,0,4,0,3,0.18
1046,1,1,3,0,4,1,45,0.18
1047,1,1,3,0,4,2,69,0.18
1048,1,1,6,0,4,0,3,0.18
1049,1,1,6,0,4,1,45,0.18
1050,1,1,6,0,4,2,69,0.18
1051,1,1,0,0,2,0,,0.18
1052,1,1,0,0,2,1,,0.18
1053,1,1,0,0,2,2,,0.18
1054,1,1,0,0,1,0,,0.18
1055,1,1,0,0,1,1,,0.18
1056,1,1,0,0,1,2,,0.18
1057,1,1,0,0,0,0,,0.18
1058,1,1,0,0,0,1,,0.18
1059,1,1,0,0,0,2,,0.18
1060,1,1,4,0,3,0,,0.18
1061,1,1,4,0,3,1,,0.18
1062,1,1,4,0,3,2,,0.18
1063,1,1,1,0,2,0,,0.18
1064,1,1,1,0,2,1,,0.18
1065,1,1,1,0,2,2,,0.18
1066,1,1,1,0,1,0,,0.18
1067,1,1,1,0,1,1,,0.18
1068,1,1,1,0,1,2,,0.18
1069,1,1,1,0,0,0,,0.18
1070,1,1,1,0,0,1,,0.18
1071,1,1,1,0,0,2,,0.18
1072,1,1,5,0,2,0,,0.18
1073,1,1,5,0,2,1,,0.18
1074,1,1,5,0,2,2,,0.18
1075,1,1,5,0,1,0,,0.18
1076,1,1,5,0,1,1,,0.18
1077,1,1,5,0,1,2,,0.18
1078,1,1,5,0,0,0,,0.18
1079,1,1,5,0,0,1,,0.18
1080,1,1,5,0,0,2,,0.18
1081,1,1,2,0,2,0,,0.18
1082,1,1,2,0,2,1,,0.18
1083,1,1,2,0,2,2,,0.18
1084,1,1,2,0,1,0,,0.18
1085,1,1,2,0,1,1,,0.18
1086,1,1,2,0,1,2,,0.18
1087,1,1,2,0,0,0,,0.18
1088,1,1,2,0,0,1,,0.18
1089,1,1,2,0,0,2,,0.18
1090,1,0,3,1,4,0,1,0.18
1091,1,0,3,1,4,1,43,0.18
1092,1,0,3,1,4,2,67,0.18
1093,1,0,6,1,4,0,1,0.18
1094,1,0,6,1,4,1,43,0.18
1095,1,0,6,1,4,2,67,0.18
1096,1,0,0,1,2,0,,0.18
1097,1,0,0,1,2,1,,0.18
1098,1,0,0,1,2,2,,0.18
1099,1,0,0,1,1,0,,0.18
1100,1,0,0,1,1,1,,0.18
1101,1,0,0,1,1,2,,0.18
1102,1,0,0,1,0,0,,0.18
1103,1,0,0,1,0,1,,0.18
1104,1,0,0,1,0,2,,0.18
1105,1,0,4,1,3,0,,0.18
1106,1,0,4,1,3,1,,0.18
1107,1,0,4,1,3,2,,0.18
1108,1,0,1,1,2,0,,0.18
1109,1,0,1,1,2,1,,0.18
1110,1,0,1,1,2,2,,0.18
1111,1,0,1,1,1,0,,0.18
1112,1,0,1,1,1,1,,0.18
1113,1,0,1,1,1,2,,0.18
1114,1,0,1,1,0,0,,0.18
1115,1,0,1,1,0,1,,0.18
1116,1,0,1,1,0,2,,0.18
1117,1,0,5,1,2,0,,0.18
1118,1,0,5,1,2,1,,0.18
1119,1,0,5,1,2,2,,0.18
1120,1,0,5,1,1,0,,0.18
1121,1,0,5,1,1,1,,0.18
1122,1,0,5,1,1,2,,0.18
1123,1,0,5,1,0,0,,0.18
1124,1,0,5,1,0,1,,0.18
1125,1,0,5,1,0,2,,0.18
1126,1,0,2,1,2,0,,0.18
1127,1,0,2,1,2,1,,0.18
1128,1,0,2,1,2,2,,0.18
1129,1,0,2,1,1,0,,0.18
1130,1,0,2,1,1,1,,0.18
1131,1,0,2,1,1,2,,0.18
1132,1,0,2,1,0,0,,0.18
1133,1,0,2,1,0,1,,0.18
1134,1,0,2,1,0,2,,0.18
1135,1,1,3,1,4,0,1,0.18
1136,1,1,3,1,4,1,43,0.18
1137,1,1,3,1,4,2,67,0.18
1138,1,1,6,1,4,0,1,0.18
1139,1,1,6,1,4,1,43,0.18
1140,1,1,6,1,4,2,67,0.18
1141,1,1,0,1,2,0,,0.18
1142,1,1,0,1,2,1,,0.18
1143,1,1,0,1,2,2,,0.18
1144,1,1,0,1,1,0,,0.18
1145,1,1,0,1,1,1,,0.18
1146,1,1,0,1,1,2,,0.18
1147,1,1,0,1,0,0,,0.18
1148,1,1,0,1,0,1,,0.18
1149,1,1,0,1,0,2,,0.18
1150,1,1,4,1,3,0,,0.18
1151,1,1,4,1,3,1,,0.18
1152,1,1,4,1,3,2,,0.18
1153,1,1,1,1,2,0,,0.18
1154,1,1,1,1,2,1,,0.18
1155,1,1,1,1,2,2,,0.18
1156,1,1,1,1,1,0,,0.18
1157,1,1,1,1,1,1,,0.18
1158,1,1,1,1,1,2,,0.18
1159,1,1,1,1,0,0,,0.18
1160,1,1,1,1,0,1,,0.18
1161,1,1,1,1,0,2,,0.18
1162,1,1,5,1,2,0,,0.18
1163,1,1,5,1,2,1,,0.18
1164,1,1,5,1,2,2,,0.18
1165,1,1,5,1,1,0,,0.18
1166,1,1,5,1,1,1,,0.18
1167,1,1,5,1,1,2,,0.18
1168,1,1,5,1,0,0,,0.18
1169,1,1,5,1,0,1,,0.18
1170,1,1,5,1,0,2,,0.18
1171,1,1,2,1,2,0,,0.18
1172,1,1,2,1,2,1,,0.18
1173,1,1,2,1,2,2,,0.18
1174,1,1,2,1,1,0,,0.18
1175,1,1,2,1,1,1,,0.18
1176,1,1,2,1,1,2,,0.18
1177,1,1,2,1,0,0,,0.18
1178,1,1,2,1,0,1,,0.18
1179,1,1,2,1,0,2,,0.18
1180,1,0,3,2,4,0,2,0.18
1181,1,0,3,2,4,1,44,0.18
1182,1,0,3,2,4,2,68,0.18
1183,1,0,6,2,4,0,2,0.18
1184,1,0,6,2,4,1,44,0.18
1185,1,0,6,2,4,2,68,0.18
1186,1,0,0,2,2,0,,0.18
1187,1,0,0,2,2,1,,0.18
1188,1,0,0,2,2,2,,0.18
1189,1,0,0,2,1,0,,0.18
1190,1,0,0,2,1,1,,0.18
1191,1,0,0,2,1,2,,0.18
1192,1,0,0,2,0,0,,0.18
1193,1,0,0,2,0,1,,0.18
1194,1,0,0,2,0,2,,0.18
1195,1,0,4,2,3,0,,0.18
1196,1,0,4,2,3,1,,0.18
1197,1,0,4,2,3,2,,0.18
1198,1,0,1,2,2,0,,0.18
1199,1,0,1,2,2,1,,0.18
1200,1,0,1,2,2,2,,0.18
1201,1,0,1,2,1,0,,0.18
1202,1,0,1,2,1,1,,0.18
1203,1,0,1,2,1,2,,0.18
1204,1,0,1,2,0,0,,0.18
1205,1,0,1,2,0,1,,0.18
1206,1,0,1,2,0,2,,0.18
1207,1,0,5,2,2,0,,0.18
1208,1,0,5,2,2,1,,0.18
1209,1,0,5,2,2,2,,0.18
1210,1,0,5,2,1,0,,0.18
1211,1,0,5,2,1,1,,0.18
1212,1,0,5,2,1,2,,0.18
1213,1,0,5,2,0,0,,0.18
1214,1,0,5,2,0,1,,0.18
1215,1,0,5,2,0,2,,0.18
1216,1,0,2,2,2,0,,0.18
1217,1,0,2,2,2,1,,0.18
1218,1,0,2,2,2,2,,0.18
1219,1,0,2,2,1,0,,0.18
1220,1,0,2,2,1,1,,0.18
1221,1,0,2,2,1,2,,0.18
1222,1,0,2,2,0,0,,0.18
1223,1,0,2,2,0,1,,0.18
1224,1,0,2,2,0,2,,0.18
1225,1,1,3,2,4,0,2,0.18
1226,1,1,3,2,4,1,44,0.18
1227,1,1,3,2,4,2,68,0.18
1228,1,1,6,2,4,0,2,0.18
1229,1,1,6,2,4,1,44,0.18
1230,1,1,6,2,4,2,68,0.18
1231,1,1,0,2,2,0,,0.18
1232,1,1,0,2,2,1,,0.18
1233,1,1,0,2,2,2,,0.18
1234,1,1,0,2,1,0,,0.18
1235,1,1,0,2,1,1,,0.18
1236,1,1,0,2,1,2,,0.18
1237,1,1,0,2,0,0,,0.18
1238,1,1,0,2,0,1,,0.18
1239,1,1,0,2,0,2,,0.18
1240,1,1,4,2,3,0,,0.18
1241,1,1,4,2,3,1,,0.18
1242,1,1,4,2,3,2,,0.18
1243,1,1,1,2,2,0,,0.18
1244,1,1,1,2,2,1,,0.18
1245,1,1,1,2,2,2,,0.18
1246,1,1,1,2,1,0,,0.18
1247,1,1,1,2,1,1,,0.18
1248,1,1,1,2,1,2,,0.18
1249,1,1,1,2,0,0,,0.18
1250,1,1,1,2,0,1,,0.18
1251,1,1,1,2,0,2,,0.18
1252,1,1,5,2,2,0,,0.18
1253,1,1,5,2,2,1,,0.18
1254,1,1,5,2,2,2,,0.18
1255,1,1,5,2,1,0,,0.18
1256,1,1,5,2,1,1,,0.18
1257,1,1,5,2,1,2,,0.18
1258,1,1,5,2,0,0,,0.18
1259,1,1,5,2,0,1,,0.18
1260,1,1,5,2,0,2,,0.18
1261,1,1,2,2,2,0,,0.18
1262,1,1,2,2,2,1,,0.18
1263,1,1,2,2,2,2,,0.18
1264,1,1,2,2,1,0,,0.18
1265,1,1,2,2,1,1,,0.18
1266,1,1,2,2,1,2,,0.18
1267,1,1,2,2,0,0,,0.18
1268,1,1,2,2,0,1,,0.18
1269,1,1,2,2,0,2,,0.18
2000,2,0,3,0,4,0,9,0.18
2001,2,0,3,0,4,1,51,0.18
2002,2,0,3,0,4,2,75,0.18
2003,2,0,6,0,4,0,9,0.18
2004,2,0,6,0,4,1,51,0.18
2005,2,0,6,0,4,2,75,0.18
2006,2,0,0,0,2,0,,0.18
2007,2,0,0,0,2,1,,0.18
2008,2,0,0,0,2,2,,0.18
2009,2,0,0,0,1,0,,0.18
2010,2,0,0,0,1,1,,0.18
2011,2,0,0,0,1,2,,0.18
2012,2,0,0,0,0,0,,0.18
2013,2,0,0,0,0,1,,0.18
2014,2,0,0,0,0,2,,0.18
2015,2,0,4,0,3,0,,0.18
2016,2,0,4,0,3,1,,0.18
2017,2,0,4,0,3,2,,0.18
2018,2,0,1,0,2,0,,0.18
2019,2,0,1,0,2,1,,0.18
2020,2,0,1,0,2,2,,0.18
2021,2,0,1,0,1,0,,0.18
2022,2,0,1,0,1,1,,0.18
2023,2,0,1,0,1,2,,0.18
2024,2,0,1,0,0,0,,0.18
2025,2,0,1,0,0,1,,0.18
2026,2,0,1,0,0,2,,0.18
2027,2,0,5,0,2,0,,0.18
2028,2,0,5,0,2,1,,0.18
2029,2,0,5,0,2,2,,0.18
2030,2,0,5,0,1,0,,0.18
2031,2,0,5,0,1,1,,0.18
2032,2,0,5,0,1,2,,0.18
2033,2,0,5,0,0,0,,0.18
2034,2,0,5,0,0,1,,0.18
2035,2,0,5,0,0,2,,0.18
2036,2,0,2,0,2,0,,0.18
2037,2,0,2,0,2,1,,0.18
2038,2,0,2,0,2,2,,0.18
2039,2,0,2,0,1,0,,0.18
2040,2,0,2,0,1,1,,0.18
2041,2,0,2,0,1,2,,0.18
2042,2,0,2,0,0,0,,0.18
2043,2,0,2,0,0,1,,0.18
2044,2,0,2,0,0,2,,0.18
2045,2,1,3,0,4,0,9,0.18
2046,2,1,3,0,4,1,51,0.18
2047,2,1,3,0,4,2,75,0.18
2048,2,1,6,0,4,0,9,0.18
2049,2,1,6,0,4,1,51,0.18
2050,2,1,6,0,4,2,75,0.18
2051,2,1,0,0,2,0,,0.18
2052,2,1,0,0,2,1,,0.18
2053,2,1,0,0,2,2,,0.18
2054,2,1,0,0,1,0,,0.18
2055,2,1,0,0,1,1,,0.18
2056,2,1,0,0,1,2,,0.18
2057,2,1,0,0,0,0,,0.18
2058,2,1,0,0,0,1,,0.18
2059,2,1,0,0,0,2,,0.18
2060,2,1,4,0,3,0,,0.18
2061,2,1,4,0,3,1,,0.18
2062,2,1,4,0,3,2,,0.18
2063,2,1,1,0,2,0,,0.18
2064,2,1,1,0,2,1,,0.18
2065,2,1,1,0,2,2,,0.18
2066,2,1,1,0,1,0,,0.18
2067,2,1,1,0,1,1,,0.18
2068,2,1,1,0,1,2,,0.18
2069,2,1,1,0,0,0,,0.18
2070,2,1,1,0,0,1,,0.18
2071,2,1,1,0,0,2,,0.18
2072,2,1,5,0,2,0,,0.18
2073,2,1,5,0,2,1,,0.18
2074,2,1,5,0,2,2,,0.18
2075,2,1,5,0,1,0,,0.18
2076,2,1,5,0,1,1,,0.18
2077,2,1,5,0,1,2,,0.18
2078,2,1,5,0,0,0,,0.18
2079,2,1,5,0,0,1,,0.18
2080,2,1,5,0,0,2,,0.18
2081,2,1,2,0,2,0,,0.18
2082,2,1,2,0,2,1,,0.18
2083,2,1,2,0,2,2,,0.18
2084,2,1,2,0,1,0,,0.18
2085,2,1,2,0,1,1,,0.18
2086,2,1,2,0,1,2,,0.18
2087,2,1,2,0,0,0,,0.18
2088,2,1,2,0,0,1,,0.18
2089,2,1,2,0,0,2,,0.18
2090,2,0,3,1,4,0,7,0.18
2091,2,0,3,1,4,1,49,0.18
2092,2,0,3,1,4,2,73,0.18
2093,2,0,6,1,4,0,7,0.18
2094,2,0,6,1,4,1,49,0.18
2095,2,0,6,1,4,2,73,0.18
2096,2,0,0,1,2,0,,0.18
2097,2,0,0,1,2,1,,0.18
2098,2,0,0,1,2,2,,0.18
2099,2,0,0,1,1,0,,0.18
2100,2,0,0,1,1,1,,0.18
2101,2,0,0,1,1,2,,0.18
2102,2,0,0,1,0,0,,0.18
2103,2,0,0,1,0,1,,0.18
2104,2,0,0,1,0,2,,0.18
2105,2,0,4,1,3,0,,0.18
2106,2,0,4,1,3,1,,0.18
2107,2,0,4,1,3,2,,0.18
2108,2,0,1,1,2,0,,0.18
2109,2,0,1,1,2,1,,0.18
2110,2,0,1,1,2,2,,0.18
2111,2,0,1,1,1,0,,0.18
2112,2,0,1,1,1,1,,0.18
2113,2,0,1,1,1,2,,0.18
2114,2,0,1,1,0,0,,0.18
2115,2,0,1,1,0,1,,0.18
2116,2,0,1,1,0,2,,0.18
2117,2,0,5,1,2,0,,0.18
2118,2,0,5,1,2,1,,0.18
2119,2,0,5,1,2,2,,0.18
2120,2,0,5,1,1,0,,0.18
2121,2,0,5,1,1,1,,0.18
2122,2,0,5,1,1,2,,0.18
2123,2,0,5,1,0,0,,0.18
2124,2,0,5,1,0,1,,0.18
2125,2,0,5,1,0,2,,0.18
2126,2,0,2,1,2,0,,0.18
2127,2,0,2,1,2,1,,0.18
2128,2,0,2,1,2,2,,0.18
2129,2,0,2,1,1,0,,0.18
2130,2,0,2,1,1,1,,0.18
2131,2,0,2,1,1,2,,0.18
2132,2,0,2,1,0,0,,0.18
2133,2,0,2,1,0,1,,0.18
2134,2,0,2,1,0,2,,0.18
2135,2,1,3,1,4,0,7,0.18
2136,2,1,3,1,4,1,49,0.18
2137,2,1,3,1,4,2,73,0.18
2138,2,1,6,1,4,0,7,0.18
2139,2,1,6,1,4,1,49,0.18
2140,2,1,6,1,4,2,73,0.18
2141,2,1,0,1,2,0,,0.18
2142,2,1,0,1,2,1,,0.18
2143,2,1,0,1,2,2,,0.18
2144,2,1,0,1,1,0,,0.18
2145,2,1,0,1,1,1,,0.18
2146,2,1,0,1,1,2,,0.18
2147,2,1,0,1,0,0,,0.18
2148,2,1,0,1,0,1,,0.18
2149,2,1,0,1,0,2,,0.18
2150,2,1,4,1,3,0,,0.18
2151,2,1,4,1,3,1,,0.18
2152,2,1,4,1,3,2,,0.18
2153,2,1,1,1,2,0,,0.18
2154,2,1,1,1,2,1,,0.18
2155,2,1,1,1,2,2,,0.18
2156,2,1,1,1,1,0,,0.18
2157,2,1,1,1,1,1,,0.18
2158,2,1,1,1,1,2,,0.18
2159,2,1,1,1,0,0,,0.18
2160,2,1,1,1,0,1,,0.18
2161,2,1,1,1,0,2,,0.18
